team_year,experience,height_eff,size,bench,adj_tempo,tempo_kenpom,adj_tempo_kenpom,point_dist_ft_off,point_dist_2p_off,point_dist_3p_off,point_dist_ft_def,point_dist_2p_def,point_dist_3p_def,pos_point_dist_1,pos_point_dist_2,pos_point_dist_3,pos_point_dist_4,pos_point_dist_5,pos_reb_dist_1_off,pos_reb_dist_2_off,pos_reb_dist_3_off,pos_reb_dist_4_off,pos_reb_dist_5_off,pos_reb_dist_1_def,pos_reb_dist_2_def,pos_reb_dist_3_def,pos_reb_dist_4_def,pos_reb_dist_5_def
2017 Kentucky,0.96,1.82,77.43,29.82,74.8,74.8355,72.7658,21.39534884,53.76744186,24.8372093,19.2562592,54.78645066,25.95729013,20.34,21.96,24.8,13.76,19.13,7.7,13.6,10.35,25.04,43.27,9.52,17.26,17.36,29.97,25.87
2018 Kentucky,0.18,1.59,78.86,29.36,69.7,69.7603,68.5818,22.85211268,56.54929577,20.59859155,19.3151212,47.5567526,33.1281262,19.71,21.89,21.71,20.84,15.83,8.74,10.7,20.48,18.34,41.7,12.08,15.52,21.63,22.86,27.88
2019 Kentucky,0.59,0.89,78.06,28.27,67.9,67.8907,65.8287,22.6300784,54.38346401,22.98645759,16.83375104,47.70258981,35.46365915,15.43,19.02,23.11,25.47,16.96,6.81,3.28,13.8,32.54,43.53,11.29,16.16,22.03,26.59,23.92
2022 Kentucky,1.87,0.49,76.83,27.52,69.3,69.3278,67.3275,16.06812292,60.94039245,22.99148464,16.34997791,54.08749448,29.56252762,17.95,18.95,17.7,24.84,20.57,7.08,8.6,8.88,39.26,36.17,11.6,11.62,10.79,33.04,32.95
2023 Kentucky,1.87,0.79,77.59,28.75,66.8,66.8388,66.0118,18.23480433,56.28642798,25.47876769,18.60358291,52.1819017,29.21451539,15.01,22.17,20.07,24.7,18.04,3.75,8.31,12.9,50.66,24.37,8.53,12.74,18.16,35.33,25.24
2013 La Salle,1.74,-1.34,75.83,23.11,67.1,67.0656,64.3651,18.2041,49.7143,32.0816,16.4377,64.6876,18.8746,23.6,19.21,25.1,11.36,20.73,8.63,10.76,10.17,19.99,50.44,13.16,12.01,21.23,17.48,36.11
2015 Lafayette,2.09,1.21,76.78,26.07,64.6,64.6123,64.3104,17.2591,50.621,32.1199,15.2369,51.2164,33.5467,20.25,15.21,16.17,19.86,28.52,7.97,9.75,11.73,29.73,40.81,11.93,17.1,17.62,24.31,29.04
2012 Lamar,2.63,-1.85,75.65,32.32,68.5,69.1534,65.5439,24.2971,58.0781,17.6248,19.6879,57.7329,22.5792,23.51,26.33,18.42,18.8,12.94,10.45,15.32,26.54,19.06,28.64,18.17,15.36,23.22,19.59,23.66
2010 Lehigh,1.64,-0.01,76.36,28.31,70,69.8128,68.4313,23.1638,50.2018,26.6344,18.3183,51.3085,30.3732,16.75,29.3,17.06,18.82,18.07,7.36,16.94,19.51,28.41,27.78,14.49,18.04,17.12,25.67,24.68
2012 Lehigh,1.8,-0.54,76.58,33.98,68.3,69.1359,67.0402,22.4442,48.6486,28.9072,20.1075,52.4854,27.4071,14.51,25.86,20.42,17.6,21.62,8.83,17.23,18.61,17.14,38.19,13.11,21.69,19.87,23.78,21.54
2013 Liberty,1.9,0.38,76.17,28.74,66,66.046,63.8178,22.5763,46.8582,30.5655,21.9418,53.0368,25.0214,24.57,23.56,22.72,12.47,16.68,5.71,13.8,7.26,39.04,34.19,10.5,13.81,15.27,33.33,27.1
2019 Liberty,1.85,-1.5,75.74,30.64,65,64.9577,61.7759,15.74074074,48.65319865,35.60606061,18.37029894,50.81967213,30.81002893,17.64,19.52,16.54,21.89,24.34,7.14,8.53,12.81,20.6,50.83,14.26,16.35,12.63,24.56,32.13
2021 Liberty,1.8,-0.61,75.76,27.22,64.4,64.4,63.1252,14.804623,44.2487617,40.9466153,18.18181818,52.62483995,29.19334187,26.15,18.35,17.4,16.19,21.83,9.21,7.97,9.72,23.65,49.32,19.06,10.07,17.96,19.35,33.44
2018 Lipscomb,1.7,-0.03,77.27,31,76.5,76.5171,74.8966,22.2729158,48.85939444,28.86768976,20.55084746,50.84745763,28.60169492,15.9,27.6,15.04,26.36,15.06,9.85,22.39,13.15,24.71,29.84,11.92,23.18,16.98,18.39,29.49
2011 LIU,1.67,-1.7,75.08,36.35,74.9,74.5339,73.2043,23.6264,51.2088,25.1648,15.1663,59.5296,25.3041,15.96,18.36,19.18,22.82,23.67,3.92,12.69,18.96,31.08,33.36,10.42,13.8,19.67,27.51,28.6
2012 LIU,1.98,-0.71,74.45,24.95,74.9,75.8136,72.7955,25.4243,50.1986,24.377,13.4368,62.8312,23.732,17,15.82,14.59,25.72,26.87,8.06,10.01,13.4,34.73,33.81,9.65,11.17,14.4,32.05,32.72
2013 LIU,2.21,-1.63,74.9,28.59,70.3,69.6823,66.723,22.4505,49.9813,27.5682,16.9177,55.8517,27.2306,21.51,13.22,17.32,21.9,26.05,13.42,6.57,20.49,28.85,30.67,14.17,11.68,17.26,24.77,32.13
2018 LIU,1.89,-1.29,75.2,24.45,72.5,72.4794,71.3779,20.52469136,48.45679012,31.01851852,18.07367613,54.41289332,27.51343054,16.97,18.34,31.26,20.57,12.84,5.33,10.7,26.06,22.61,35.27,16.63,18.66,19.35,18.8,26.53
2012 Long Beach St.,2.44,0.54,76.47,20.89,67.2,67.964,65.5618,21.4013,51.9745,26.6242,16.9394,54.4755,28.5852,26.15,18.66,19.35,18.48,17.35,5.81,12.68,26.45,22.29,32.77,11.02,17.83,20.3,21.76,29.09
2022 Longwood,2.06,-1.48,75.56,35.15,67,67.1683,66.0454,20,46.60377358,33.39622642,16.04305484,49.82060482,34.13634034,22.17,17.05,24.43,14.11,22.18,10.98,16.63,15.21,23.82,33.3,20.69,14.3,24.77,16.71,23.48
2014 Louisiana,1.93,-2.4,76.02,30.21,70.9,70.9898,68.8604,22.2353,50.8461,26.9185,23.3292,53.5465,23.1242,15.74,20.79,25.25,10.65,27.56,7.91,13.98,19.38,19.27,39.47,12.17,14.62,18.61,16.71,37.89
2023 Louisiana,1.86,0.66,76.55,28.34,68.7,68.6612,68.4083,19.27657697,54.25672695,26.46669607,19.0926276,55.10396975,25.80340265,15.51,14.88,21.93,21.18,26.44,5.78,7.81,14.12,38.65,33.56,13.44,10.04,13.85,29.24,33.37
2008 Louisville,1.62,1.54,76.74,32.72,67.2,66.9599,64.6887,18.1923,50.5553,31.2524,20.5869,50.8352,28.5779,18.56,19.25,16.8,22.5,22.88,8.7,10.8,14.91,33.51,32.09,11.02,11.88,24.51,28.89,23.71
2009 Louisville,1.72,3,77.06,31.11,69.2,69.5444,66.967,16.048,50.655,33.2969,18.8456,55.1815,25.9729,17.23,19.81,19.14,20.88,22.95,10.31,7.22,14.7,33.17,34.6,12.1,10.91,32.4,22.3,22.28
2010 Louisville,1.66,1.63,76.99,37.17,68,68.4389,65.9182,19.6008,49.022,31.3772,22.8733,50.434,26.6927,19.61,22.08,15.86,17.04,25.42,13.38,8.81,14.85,28.49,34.47,14.06,13.58,17.81,30.12,24.42
2011 Louisville,1.6,0.08,75.92,33.57,67.9,68.3829,66.988,15.8597,48.7991,35.3412,23.7273,49.8451,26.4276,18.62,23.94,19.3,19.15,18.99,4.72,12.26,15.9,27.11,40.02,17.23,19.74,16.84,21.75,24.43
2012 Louisville,1.76,0.18,76.2,18.27,67.6,68.2541,65.9921,20.8287,53.5387,25.6326,20.8197,52.377,26.8033,19.42,24.59,20.34,19.67,15.98,6.58,12.35,11.73,33.89,35.45,14.28,15.23,14.21,27.69,28.58
2013 Louisville,1.69,0.94,76.69,31.31,66.7,66.668,65.2907,21.8939,54.9362,23.1699,20.4168,51.3824,28.2008,25.06,20.73,20.05,19.39,14.76,7.2,7.82,17.94,27.46,39.58,12.73,13.96,21.47,21.08,30.76
2014 Louisville,1.92,1.08,76.36,33.91,69.1,69.1489,67.4981,20.2802,50.9006,28.8192,22.9204,54.5133,22.5664,23.73,21.72,21.85,23.38,9.32,8.75,10.35,12.59,29.38,38.93,12.35,18.06,20.03,26.9,22.67
2015 Louisville,1.46,2.76,76.87,30.08,66.2,66.242,64.8006,21.3049,54.7725,23.9227,20.0093,53.6676,26.3231,26.47,20.97,19.67,24.01,8.88,12.21,8.22,9.83,31.77,37.97,17.54,16.58,16.18,27.41,22.29
2017 Louisville,1.59,2.2,78.3,36.51,68.9,68.8805,67.9905,18.49315068,54.33789954,27.16894977,22.73740526,48.77396344,28.4886313,20.69,21.85,21.13,20.09,16.23,6.97,11.52,9.35,40.64,31.51,11.3,17.91,19.64,25.06,26.09
2019 Louisville,1.92,0.6,76.75,33.28,68.6,68.4904,67.1312,21.05678233,44.16403785,34.77917981,19.23407917,49.91394148,30.85197935,14.83,17.57,17.19,25.43,24.97,4.04,3.59,29.87,20.62,41.85,8.1,9.98,20.83,29.04,32.02
2018 Loyola Chicago,1.82,-1.36,76.47,32.69,65.9,65.8676,65.3221,16.87619048,52.72380952,30.4,15.7712305,52.7729636,31.45580589,19.9,18.63,13.58,24.78,23.07,5.42,11.69,12.92,24.75,45.15,10.94,18.31,14.84,25.11,30.75
2021 Loyola Chicago,2.28,-0.32,76.14,29.48,63.5,63.4532,64.1938,17.05998033,53.58898722,29.35103245,14.67889908,55.77981651,29.5412844,16.18,20.81,17.07,16.97,28.97,3.84,16.45,13.05,22.09,44.57,13.54,17.28,20.62,21.18,27.38
2022 Loyola Chicago,2.54,-0.46,76.76,32.46,65.6,65.6169,64.5889,16.76025918,46.56587473,36.67386609,18.48484848,50.90909091,30.60606061,18.18,21.12,16.93,21.29,22.41,8.1,12.66,22.3,18.18,38.65,15.22,20.14,23.72,19.32,21.54
2012 Loyola MD,1.57,1.89,76.6,27.62,65.1,65.8117,62.6291,24.6625,53.1953,22.1422,22.3585,53.8679,23.7736,15.27,25.45,23.83,19.51,15.93,9.71,19.18,22.26,26.18,22.67,9.98,14.72,20.48,26.46,28.37
2009 LSU,2.29,0.45,77.69,24.36,68.1,68.3849,65.4797,20.2522,55.3305,24.4173,21.0708,54.5769,24.3523,17.48,29.99,13.54,24.38,14.61,8.3,18.87,13.49,28.11,31.23,12.89,17.44,18.11,23.17,28.39
2015 LSU,1.19,3.12,77.72,21.39,69.8,69.7441,69.0966,18.572,58.0272,23.4007,17.9131,57.2324,24.8545,15.6,19.97,19.45,23.88,21.11,6.67,9.11,16.99,35.84,31.4,12.08,15.2,17.78,29.58,25.36
2019 LSU,1.09,0.7,77.19,29.39,70.6,70.5931,69.8753,21.42095915,53.42806394,25.15097691,18.64738077,48.3971853,32.95543393,22.29,20.01,16.26,19.38,22.01,3.84,4.3,13.46,39.49,38.83,12.98,15.04,16.43,25.76,29.72
2021 LSU,1.03,0.09,77.61,26.32,72.8,72.7762,70.7574,19.61197807,50.78026149,29.60776044,17.97340669,48.60155892,33.42503439,17.18,28.87,16.42,16.61,20.86,6.58,5.8,27.19,38.81,21.51,14.31,13.89,14.79,29.44,27.47
2022 LSU,1.19,0.74,77.72,31.25,70.6,70.6956,68.6446,19.82164572,53.42521281,26.75314147,22.4025974,43.78478664,33.81261596,18.75,16.77,13.58,30.68,20.19,9.07,9.42,17.24,30.66,33.57,15.28,11.37,16.37,32.07,24.87
2014 Manhattan,1.95,-1.33,76.38,38.69,70.4,70.3644,68.0296,26.6142,48.8189,24.5669,28.9485,49.762,21.2895,12.3,28.38,22.08,15.72,21.52,7.67,13.87,14.38,25.37,38.7,12.84,22.47,17.25,21.4,26.04
2015 Manhattan,2.03,1.14,77.27,32.07,67.9,67.9411,67.2455,24.913,47.0435,28.0435,27.4843,52.641,19.8747,12.23,20.86,21.32,20.91,24.69,7.44,8.14,21.56,29.92,32.93,11.28,16.47,21.38,23.41,27.46
2008 Marquette,1.9,0.36,75.85,30.7,69.3,69.0403,66.3008,20.743,50.9288,28.3282,23.0734,53.3998,23.5267,20.69,20.76,22.28,21.98,14.29,8.41,13.56,19.36,28.11,30.56,10.97,13.95,18.88,30.37,25.83
2009 Marquette,2.45,-2.37,75.56,25.54,69.8,69.4381,67.198,24.3885,48.996,26.6156,16.6118,53.7829,29.6053,14.32,23.79,27.56,21.81,12.52,9.45,7.34,13.75,36.21,33.26,13.27,16.66,22.61,26.32,21.14
2010 Marquette,2.28,-2.33,74.65,19.62,64.4,64.5078,61.8892,19.6781,47.2435,33.0785,16.788,59.5996,23.6124,15.05,17.13,18.81,25.96,23.06,3.72,6.53,16.52,34.72,38.51,10.94,11.96,18.39,28.48,30.24
2011 Marquette,1.86,-0.04,77.04,28.72,68.3,68.6201,66.7571,23.1848,56.2185,20.5967,16.0251,53.3386,30.6363,19.35,19.4,18.62,22.48,20.16,5.95,8.73,24.29,27.51,33.51,14.79,15.62,24.89,22.92,21.79
2012 Marquette,1.67,-0.83,76.18,27.92,70.5,71.3551,69.187,22.7066,54.4352,22.8582,18.7608,53.5529,27.6863,11.34,26.64,18.4,24.26,19.36,7.4,9.99,22.36,21.83,38.42,12.32,15.34,19.44,31.36,21.54
2013 Marquette,2.1,0.1,77.12,33.6,63.7,63.7332,62.8067,23.1318,58.3543,18.5139,18.9868,50.4792,30.534,13.95,23.2,17.34,20.38,25.14,7.33,6.88,20.78,27.77,37.24,14.06,14.68,23.21,25.74,22.32
2017 Marquette,1.67,0.28,76.59,38.01,71,71.0408,69.9346,17.36982136,44.3177499,38.31242873,19.23076923,51.53019024,29.15632754,28.04,15.99,20.13,18.26,17.56,5.92,9.54,14.9,16.68,52.92,14.43,19.46,23.38,19.89,22.82
2019 Marquette,1.54,0.81,77.86,27.65,70.7,70.6568,68.5839,19.9315329,43.66679346,36.40167364,20.82099027,49.59796868,29.58104105,34.18,13.88,19.8,17.39,14.72,5.83,11.25,32.86,19.08,30.95,16.6,14.6,26.96,19.88,21.93
2022 Marquette,0.87,0.46,77.86,34.6,71.5,71.4884,70.6644,15.7028282,49.4723512,34.8248206,18.06282723,51.83246073,30.10471204,12.87,22.52,26.17,22.06,16.3,12.43,10.39,17,20.96,39.14,17.1,13.45,24.07,24.24,21.07
2023 Marquette,0.82,0.43,77.18,27.15,69.6,69.6014,68.3572,14.82707873,51.94996321,33.22295806,16.54166667,51.08333333,32.375,16.05,22.03,20.89,22.63,18.38,13.27,10.5,11.73,30.28,34.19,15.38,20.54,19.85,21.44,22.78
2018 Marshall,1.43,0.22,76.63,24.61,76,75.9031,74.8308,18.75644109,44.8643078,36.37925112,16.5527168,56.35120547,27.09607773,14.19,28.01,23.35,17.79,16.66,7.33,7.69,13.71,35.76,35.51,12.7,21.07,15.35,24.55,26.33
2009 Maryland,1.62,-0.66,77.43,28.04,68.8,68.7256,65.5865,18.4315,57.5637,24.0048,17.7759,51.8396,30.3845,19.57,18.78,26.17,18.54,16.94,16.37,13.62,13.79,27.36,28.86,16.19,19.17,21.78,20.71,22.15
2010 Maryland,2.01,0.29,77.79,26.76,70.2,70.1536,68.1243,19.2549,58.5098,22.2353,18.7018,52.02,29.2783,17.23,19.73,26.23,18.29,18.51,12.74,13.91,12.45,22.5,38.41,16.49,15.6,16.31,17.69,33.92
2015 Maryland,1.54,3.93,78.57,33.85,64.8,64.7568,63.7514,24.7,43.2768,32.0232,16.9522,50.3156,32.7322,25.67,16.76,22.75,18.88,15.93,3.91,14.7,17.75,28.34,35.3,17.75,16.76,15.87,25.51,24.12
2016 Maryland,1.77,4.71,78.93,26.74,67,66.9454,67.2907,20.4787,49.5441,29.9772,17.1514,52.6946,30.154,21.12,18.1,19.06,22.02,19.7,5.77,4.58,18.51,27.64,43.51,15.7,15.44,20.9,26.2,21.75
2017 Maryland,1.17,0.9,77.29,32.03,67.8,67.8486,67.0658,20.46908316,45.62899787,33.90191898,19.49114039,51.88550659,28.62335302,17.8,26.93,17.59,18.15,19.53,11.13,6.17,14.63,23.9,44.17,17.66,18,24.34,20.17,19.82
2019 Maryland,0.65,1.29,77.8,24.73,66.3,66.2805,65.6376,19.18484973,50.30876904,30.50638123,17.32495512,48.7432675,33.93177738,23.7,16.11,17.99,17.86,24.3,4.82,4.98,16.8,31.57,41.79,14.32,13.56,12.8,30.9,28.38
2021 Maryland,1.91,-0.52,78.09,22.42,65.6,65.6478,65.3286,17.2972973,47.17444717,35.52825553,15.48582996,46.55870445,37.95546559,21.62,19.46,22.03,19.32,17.51,14.55,16.45,23.11,22.95,22.85,16.77,19.85,21.66,23.92,17.73
2023 Maryland,2.52,0.23,77.88,25.03,64.5,64.5455,64.6104,19.63824289,51.1627907,29.19896641,17.4184261,56.23800384,26.34357006,26.88,16.75,13.49,20.27,22.56,16.93,9.32,17.89,17.33,38.45,19.77,13.05,17.78,21.08,28.25
2014 Massachusetts,2.14,2.58,76.8,26.02,71.7,71.7433,70.3142,20.9832,57.7938,21.223,21.234,57.7021,21.0638,23.15,19.04,19.93,18.36,19.52,9.03,10.71,21.45,21.31,37.49,9.95,15.03,21.48,25.99,27.56
2008 Memphis,1.61,2.27,77.87,31.44,70.8,70.5062,67.7113,19.0238,52.6283,28.3479,19.9031,56.1163,23.9806,18.36,24.36,22.84,18.2,16.25,9.06,14.59,11.51,28.87,35.98,11.85,18.45,15.72,25.95,28.03
2009 Memphis,1.84,2.93,78.75,26.48,67.9,67.7431,64.5834,21.5545,54.48,23.9655,22.7022,53.5846,23.7132,16.56,21.54,22.72,16.85,22.33,8.64,11.56,13,28.61,38.2,9.46,16.84,20.5,24.76,28.44
2011 Memphis,0.75,0.12,76.84,36.15,69.1,69.3134,67.8874,21.0777,53.962,24.9604,22.199,52.0903,25.7107,21.98,16.88,17.92,21.72,21.5,11.13,7.29,19.41,33.97,28.2,14.39,18.14,20.92,20.11,26.43
2012 Memphis,1.27,1.11,77.27,30.21,67.2,68.2042,66.8618,21.5379,57.2303,21.2318,23.4601,50.9964,25.5435,20.15,16.97,24.41,21.17,17.29,5.34,6.05,25.39,32.48,30.73,13.85,18.09,26.34,21.85,19.87
2013 Memphis,1.78,0.52,76.9,28.48,69.8,69.8164,67.7883,18.9855,56.3969,24.6177,20.5996,53.1906,26.2099,21.72,19.39,18.95,19.91,20.02,5.82,14.76,19.1,24.01,36.3,13.97,17.94,26.52,19.85,21.72
2014 Memphis,2.11,0.74,76.7,25.93,70.6,70.5843,67.8621,19.7772,59.2121,21.0107,18.5425,58.8185,22.6391,24.47,20.11,15.57,19.94,19.91,10.56,16.06,9.43,32.45,31.5,13.28,17.23,21.63,24.7,23.16
2022 Memphis,1.73,1.4,77.79,42.03,71.4,71.4262,70.2976,20.04032258,55.16129032,24.7983871,19.82261641,44.78935698,35.38802661,18.17,18.03,17.27,23.43,23.06,6.02,13.34,14.37,31.57,34.65,12.08,15.05,22.46,22.65,27.7
2023 Memphis,2.8,0.06,76.85,37.14,72.6,72.5742,71.7989,20.12888552,56.78544352,23.08567096,21.41957161,45.19109618,33.38933221,28.48,14.52,17.89,15.68,23.42,7.03,18.91,17.88,25.4,30.76,15.87,20.09,11.69,24.03,28.29
2014 Mercer,2.57,0.52,77.47,35.1,66,65.9941,63.9334,20.3236,47.8295,31.8469,23.4744,48.196,28.3296,18.48,23.8,19.93,17.76,20.03,12.27,7.92,18.07,20.71,41.03,14.79,15.49,21.14,21.13,27.46
2013 Miami FL,2.39,4.01,78.05,23.78,64.3,64.3378,61.2753,18.5333,51.0961,30.3707,16.7354,52.1779,31.0867,22.48,19.5,17.9,17.8,22.33,6.02,8.78,13.63,40.76,30.8,15.64,15.89,13.63,26.39,28.46
2008 Miami FL,1.82,1.32,76.89,34.82,68.5,68.1418,64.7318,23.0517,49.3847,27.5636,20.1068,48.9324,30.9609,24.04,20.44,18.34,19.32,17.86,4.82,6.83,18.57,32.6,37.19,11.46,13.06,16.32,26.04,33.13
2016 Miami FL,2.22,3.27,77.73,28.81,66.2,66.1954,65.897,21.9521,50.5887,27.4592,17.7618,55.532,26.7062,23.13,23.94,21.52,15.11,16.3,10.63,9.9,9.83,29.08,40.57,11.33,13.37,18.21,24.96,32.13
2017 Miami FL,1.46,0.82,78.11,24.71,64.8,64.8294,62.9821,19.44688323,53.02897278,27.52414399,18.24196597,52.268431,29.48960302,23.36,21.26,23.03,14.52,17.77,7.13,17.12,11.04,24.54,40.1,14.75,20.74,19.31,24.05,21.09
2018 Miami FL,1.25,1.27,77.11,33.83,68.1,68.0632,67.0632,15.33248623,53.19779754,31.38500635,16.93511275,53.29038196,29.68246664,21.45,21.08,20.36,16.48,20.62,5.07,9.04,13.36,31.55,40.98,10.4,14.14,21.66,27.11,26.69
2022 Miami FL,2.03,0.35,76.71,18.06,67.5,67.5221,67.2783,16.70321637,55.11695906,28.17982456,13.83019593,53.32308874,32.84671533,18.56,21.5,26.78,17.15,15.99,7.83,12.59,13.33,41.1,25.12,13.92,19.5,22.8,23.06,20.69
2023 Miami FL,1.61,-0.71,76.8,24.68,69,68.9799,68.8527,17.47343566,53.83707202,28.68949233,14.90467938,53.63951473,31.45580589,19.14,21.53,17.68,22.35,19.28,8.15,11.75,7.04,30.69,42.35,12.65,16.6,19.03,22.42,29.27
2009 Michigan,1.28,-0.77,76.07,35.58,62.8,62.2501,62.0992,17.6237,43.0212,39.3551,18.0723,55.5144,26.4133,11.32,17.21,22.53,21.63,27.32,7.26,8.54,21.17,24.67,38.36,13.37,12.9,23.6,23.55,26.58
2011 Michigan,0.93,-1.13,77.29,19.29,61.8,61.603,61.959,15.2542,47.8145,36.9313,17.4835,52.1206,30.3959,15.53,22.06,20.52,20.94,20.95,10.62,15.52,14.29,22.62,36.94,15.28,16.25,22.08,23.08,23.3
2012 Michigan,1.54,-1.09,76.52,16.67,61.4,61.8189,59.5682,16.2568,47.2678,36.4754,18.1332,52.6981,29.1687,24.14,15.02,16.48,24.12,20.24,10.06,7.88,18.94,20.12,42.99,15.35,16.13,18.71,19.41,30.4
2013 Michigan,0.73,0.56,77.27,20.35,63.8,63.8288,62.8699,15.4661,54.4492,30.0847,13.9293,56.632,29.4387,24.93,18.6,19.45,19.11,17.9,6.78,11.18,13.31,16.26,52.47,13.75,16.92,18.31,19.17,31.85
2014 Michigan,1.06,-0.73,77.39,25.01,63.1,63.0594,61.5484,19.2617,45.7602,34.9781,16.4867,58.4718,25.0415,14.49,22.66,23.03,23.03,16.78,7.19,12.71,12.98,12.98,54.14,16.29,16.67,16.55,16.55,33.93
2016 Michigan,1.42,1.39,77.91,30.34,66,65.9924,65.9134,15.8546,45.1663,38.9791,16.0369,52.9807,30.9824,17.38,18.27,22.03,22.09,20.23,10.23,13.29,13.28,17.81,45.39,23.93,16.75,22.62,18.99,17.7
2017 Michigan,1.99,1.96,78.15,23.19,63.7,63.6862,62.8409,17.0466503,44.96667836,37.98667134,15.18034086,58.18470075,26.63495838,20.51,17.02,19.72,18.87,23.88,8.4,14.18,10.96,31.01,35.45,21.62,15.31,20.13,19.19,23.74
2018 Michigan,1.65,1.68,77.77,28.57,65.4,65.4195,64.3592,15.80390812,48.61158725,35.58450463,18.44391785,55.84518167,25.71090047,13.81,20.48,23.91,16.94,24.82,10.82,10.19,19.58,18.9,40.47,16.44,15.73,22.03,14.19,31.57
2019 Michigan,1.48,1.32,77.71,18.24,65.3,65.2647,64.4257,15.76699029,50.7961165,33.4368932,15.33827618,59.49953661,25.16218721,14.16,18.9,22.33,25.37,19.19,7.98,3.76,26.24,23.49,38.48,20.28,13.37,17.46,22.31,26.54
2021 Michigan,2.12,2.36,77.89,25,67.5,67.547,66.8217,17.56947715,53.22656618,29.10975035,17.233809,54.11635565,28.64983535,15.06,17.7,20.11,20.29,26.78,6.84,12.01,19.94,18.69,42.46,11.21,14.4,23.52,23.71,27.1
2022 Michigan,1.4,2.87,78.23,23.08,67.5,67.5085,66.285,17.36842105,56.7611336,25.87044534,15.88983051,55.50847458,28.60169492,19.43,17.8,16.81,17.01,28.92,8.05,15.09,14.88,25.34,36.61,14.61,19.49,16.36,19.84,29.66
2008 Michigan St.,1.63,2.81,76.77,29.97,64.6,64.1595,62.7366,18.9938,60.0624,20.9438,19.4851,50.1553,30.3595,23.45,15.46,24.29,21.5,15.3,5.7,6.38,22.92,32.21,32.79,10.08,10.93,18.72,29.61,30.66
2009 Michigan St.,1.57,2.24,76.68,36.37,66.6,66.5629,65.9592,22.3602,55.6083,22.0314,21.1983,50.4132,28.3884,24.19,14.35,21.54,20.53,19.39,6.29,8.56,20.56,31.93,32.66,9.15,10.68,19.41,29.48,31.29
2010 Michigan St.,1.61,-0.35,76.5,32.41,66.5,66.706,65.5206,19.6764,59.2175,21.1061,19.2715,49.2164,31.5121,18.85,20.64,21.16,20.45,18.91,5.85,11.29,23.08,30.31,29.47,8.69,11.43,24.28,30.1,25.51
2011 Michigan St.,1.95,0.7,76.55,30.82,65.7,65.7577,65.0151,20.8333,50.9752,28.1915,21.1969,50.7081,28.095,25.24,19.3,17.36,22.14,15.96,6.36,9.55,17.85,32.7,33.55,8.58,16.06,18.7,31.99,24.66
2012 Michigan St.,1.71,-0.06,76.89,32.34,65.3,66.0777,63.9032,20.0302,57.3369,22.633,21.8223,48.9294,29.2483,18.28,17.71,15.32,25.61,23.09,4.95,11.8,23.89,26.33,33.04,13.53,12.33,16.32,35.67,22.14
2013 Michigan St.,1.3,1.64,77.45,28.88,64.1,64.1105,62.5852,20.3735,57.725,21.9015,19.5851,52.4843,27.9305,20.44,23.75,15.59,18.03,22.18,5.12,11.31,25.42,27.47,30.69,13.47,11.37,21.27,22.21,31.68
2014 Michigan St.,1.66,1.08,77.08,33.88,66.1,66.067,64.3969,17.9443,49.9652,32.0906,24.2874,45.3633,30.3493,18.18,23.19,16.89,18.17,23.56,4.61,11.31,19.21,34.61,30.26,11.84,13.6,24.34,22.35,27.87
2015 Michigan St.,1.85,-0.88,76.2,31.77,63.2,63.1326,62.8407,16.264,51.9293,31.8067,23.8517,49.0733,27.0749,17.02,20.4,22.52,22.17,17.88,4.52,4.18,16.17,35.52,39.61,12.85,9.67,23.65,29.97,23.85
2016 Michigan St.,1.82,0.27,77.18,40.6,66.9,66.9044,66.3201,16.2549,49.266,34.4791,21.9599,50.7795,27.2606,18.2,22.44,21.22,17.35,20.79,5.91,10.5,12.14,29.79,41.66,9.55,14.87,20.74,26.1,28.74
2017 Michigan St.,1.12,-1.27,75.95,44.97,68.2,68.2354,66.7308,17.17693837,50.2584493,32.56461233,21.2562396,50.16638935,28.57737105,12.7,20.14,18.35,14.52,34.26,2.68,10.94,15.51,27.43,43.39,14.76,13.22,15.68,24.98,31.35
2018 Michigan St.,1.32,0.87,77.33,36.21,68.3,68.2843,67.1449,19.05949412,49.94656217,30.99394371,20.73976222,45.97093791,33.28929987,15.09,18.07,19.28,28.37,19.17,1.6,11.73,16.48,38.24,31.92,12.58,10.48,19.74,29.55,27.62
2019 Michigan St.,1.79,-0.09,77.55,29.62,68.4,68.4006,67.4035,18.6446281,49.71900826,31.63636364,17.52170481,49.32912391,33.14917127,26.78,18.8,13.71,15.15,25.53,3.95,9.64,18.25,29.97,38.14,11.2,12.11,18.88,29.11,28.66
2021 Michigan St.,1.72,0.75,78.04,38.59,69.1,69.1421,68.6334,19.13580247,53.39506173,27.4691358,21.54696133,51.93370166,26.51933702,16.73,19.64,23.4,18.53,21.65,5.55,14.73,22.85,28.6,28.2,12.1,15.84,21.99,17.89,32.11
2022 Michigan St.,1.79,1.43,78.59,35.09,68.1,68.0511,67.5067,17.72395233,52.05690119,30.21914648,17.26358149,52.07243461,30.6639839,19.43,15.23,20.38,20.41,24.5,5.36,15.27,13.58,30.91,34.81,11.01,15.68,15.4,24.75,33.1
2023 Michigan St.,1.98,0.93,77.73,28.02,65.4,65.387,64.9304,16.03123565,51.99816261,31.97060175,17.66395404,51.31641934,31.01962662,22.16,21.73,18.35,23.3,14.4,4.67,5.04,20.47,24.96,44.79,11.23,18.72,16.87,24.82,28.3
