game_id,id,year,region,round,high_bracket_seed,high_bracket_team,low_bracket_seed,low_bracket_team,high_bracket_score,low_bracket_score,point_diff,point_total,win,ovr_rating_bpi,ovr_rating_kenpom,ovr_rating_torvik,wab,off_rating_bpi,off_rating_kenpom,off_rating_torvik,def_rating_bpi,def_rating_kenpom,def_rating_torvik,efg%_off,ftr_off,reb%_off,to%_off,efg%_def,ftr_def,reb%_def,to%_def,2p%_off,3p%_off,eff_off,ft%_off,2p%_def,3p%_def,eff_def,ft%_def,height_eff,size,bench,adj_tempo,s_s,s_a,s_b,s_c,s_d,s_f,a_s,a_a,a_b,a_c,a_d,a_f,b_s,b_a,b_b,b_c,b_d,b_f,c_s,c_a,c_b,c_c,c_d,c_f,d_s,d_a,d_b,d_c,d_d,d_f,f_s,f_a,f_b,f_c,f_d,f_f
20104315,4315,2010,East,Elite Eight,1,2010 Kentucky,2,2010 West Virginia,66,73,-7,139,0,0.7,-0.8225,0.007817315,0.653256225,3,5.209642,5.712352395,-2.3,-5.565063317,-4.492002366,5.3,2.9,9.6,-0.4,-5.8,-10.5,-10.4,1.8,7.2,0.8,14.1201,-1.1,-7.4,-1.9,-19.756,0.5,1.87,0.28,2.41,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20103314,3314,2010,East,Sweet 16,11,2010 Washington,2,2010 West Virginia,56,69,-13,125,0,-5.1,-7.8215,-0.052657994,-6.822809224,2.1,2.338642,3.009379395,-7.3,-10.49379011,-9.515218332,1.7,1.4,6.2,-3.4,-3.1,8.2,-10.8,3.9,3,-0.8,10.6201,3.7,-2.8,-2.4,-16.219,-1.3,-1.17,-2.61,8.48,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20103413,3413,2010,South,Sweet 16,1,2010 Duke,4,2010 Purdue,70,57,13,127,1,7.6,8.953,0.036459696,1.875916877,3.5,5.874235498,4.546094707,4,3.202399801,3.76865416,4.9,0.5,9,-7.4,-5.5,-5.3,1.8,5.6,4.6,2.5,22.9112,5.3,-5.7,-3.7,-15.5395,-4.1,4.61,1.98,-7.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20104415,4415,2010,South,Elite Eight,1,2010 Duke,3,2010 Baylor,78,71,7,149,1,7.1,8.1482,0.04891437,2.866336525,6.8,14.01477806,14.13375138,0.1,-4.419600199,-4.34438524,5.7,3.2,7.4,-1.4,-10.7,-2.8,-5.8,1.3,5.3,4.4,16.4112,8.7,-8.7,-10.4,-21.6115,-4.8,-1.32,1.04,0.06,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20103414,3414,2010,South,Sweet 16,3,2010 Baylor,10,2010 Saint Mary's,72,49,23,121,1,6.2,3.9949,0.045981738,3.516073586,8.6,15.32988835,15.15185676,-2.3,-11.16077806,-10.24174208,8.8,5.9,7.4,4.3,-11.1,2.6,-0.9,0.8,6.4,10.3,15.1667,8.7,-10.8,-7.3,-18.0192,-8.9,2.06,0.02,5.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20104115,4115,2010,Midwest,Elite Eight,5,2010 Michigan St.,6,2010 Tennessee,70,69,1,139,1,-1.6,2.9047,0.01872017,-0.383915829,-0.4,0.174828156,-0.108012837,-1.2,2.126871521,1.919812429,6.6,-4.7,8.7,-2.7,-3.7,-6.1,-4.1,0.7,6.6,4,16.4861,-1.5,-6.4,1.2,-7.801,4.6,-2.57,-1.52,-7.23,-3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20113113,3113,2011,East,Sweet 16,1,2011 Ohio St.,4,2011 Kentucky,60,62,-2,122,0,5.3,6.9605,0.02704527,6.522726492,3.6,15.52191736,14.78030718,1.7,-8.364573823,-7.308001713,12,7.1,4.5,-2.5,-4,-16.2,-7.1,7.4,11.6,8.1,24.4417,-1.2,-1.9,-5.8,-20.0156,1,-1.53,-0.77,-2.04,-2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20113113,3113,2011,East,Sweet 16,11,2011 Marquette,2,2011 North Carolina,63,81,-18,144,0,-4.3,-3.413,-0.04240895,-6.692216387,3.9,3.400512185,3.081330183,-8.2,-8.080217702,-7.247660538,5.3,19.9,6.4,-2.1,0.8,-8.7,-4.3,1.8,6.4,2.5,17.2643,4.1,-1.3,3,-4.119,-0.6,-4.77,-1.64,-2.51,-3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20114115,4115,2011,East,Elite Eight,4,2011 Kentucky,2,2011 North Carolina,76,69,7,145,1,1.1,3.7284,0.027072813,-2.11829469,4.5,5.537512185,6.232733383,-3.4,-2.530917362,-1.72557798,6.3,12.3,5.4,-3.7,-5.2,-7.2,-6.4,-0.4,4.5,7,20.2643,6.8,-7.3,-0.1,-10.4017,5.4,-3.17,-0.25,-10.99,-5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20113213,3213,2011,West,Sweet 16,1,2011 Duke,5,2011 Arizona,77,93,-16,170,0,6.3,10.6641,0.065397871,4.664765393,10.7,15.59966545,13.87809189,-4.4,-3.688822736,-3.284811986,5.2,1.1,6.4,-1.4,-10.6,-13.9,0.2,2.4,1.6,8.7,15.543,8.4,-8.6,-8.3,-21.9043,-10.3,3.99,0.56,-6.7,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20113214,3214,2011,West,Sweet 16,3,2011 Connecticut,2,2011 San Diego St.,74,67,7,141,1,-3.8,-3.9066,-0.028318842,-1.971591781,-2.2,1.456415097,2.47521978,-1.6,-6.423306621,-5.887443954,4.2,5.4,9.5,-2.4,-5.5,-5.3,-2.9,0.9,4.3,2.7,16.8619,3.6,-8,-0.1,-12.062,-1.2,0.58,-0.05,3.8,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20113313,3313,2011,Southwest,Sweet 16,1,2011 Kansas,12,2011 Richmond,77,57,20,134,1,9.6,13.1289,0.132733558,8.384308248,5.9,14.71592992,15.52068273,3.7,-0.874358734,1.622370705,13.1,11.4,3.6,-0.7,-8.9,-0.6,-0.2,3.7,13.1,8.6,21.9679,-0.8,-5.1,-10.6,-16.3736,3.8,-1.54,-0.28,4.78,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20114315,4315,2011,Southwest,Elite Eight,1,2011 Kansas,11,2011 VCU,61,71,-10,132,0,11.6,19.95183,0.255037095,12.14721291,11.7,20.31144361,20.51119573,-0.1,0.565641266,3.032931605,7.3,6.6,0.1,-3.4,-6.2,-4.2,-3.6,2.8,8.3,3.2,15.165,0.2,-3.9,-6.5,-15.0196,1,1.05,0.79,5.05,4.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20113314,3314,2011,Southwest,Sweet 16,11,2011 VCU,10,2011 Florida St.,72,71,1,143,1,-2.3,-6.22013,-0.13700105,-3.040995016,-1.7,-3.831884076,-5.983688084,-0.7,-3.963443613,-1.795501032,8.7,0.6,0.7,-4.7,1.3,-4,0.7,-0.6,8.5,5.8,17.7401,1.2,0.3,2.5,2.3067,1.6,-2.36,-2.36,-7.83,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20113413,3413,2011,Southeast,Sweet 16,8,2011 Butler,4,2011 Wisconsin,61,54,7,115,1,-5.8,-10.6042,-0.099907925,-6.013255611,-7.2,8.481573629,6.911483443,1.5,-19.14783392,-18.01149458,2.7,7,5.4,0.3,-3.2,11.5,-6.8,6.3,3.9,-1.3,7.944,-2.2,-0.8,-4.4,-20.5736,-16.3,-2.15,-1.5,5.61,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
