year,region,round,high_bracket_seed,high_bracket_team,low_bracket_seed,low_bracket_team,win,ovr_rating_bpi,ovr_rating_kenpom,off_rating_torvik,def_rating_bpi,def_rating_kenpom,reb%_off,ftr_off,to%_off,reb%_def,3p%_off,eff_off,ft%_def,eff_def,s_f,a_f
2016,West,First Round,2,2016 Oklahoma,15,2016 Cal St. Bakersfield,1,12.7,18.35029,12.90646004,6.3,4.813310128,0.9,-8.4,-3.8,-4.2,10,19.1369,2.7,-6.9449,0,0
2016,East,First Round,1,2016 North Carolina,16,2016 Florida Gulf Coast,1,19.7,29.42813,23.06487989,5.8,4.493347268,12.3,-3.9,-0.8,-1.6,0.4,13.949,5.4,-7.8893,1,0
2016,East,First Round,8,2016 USC,9,2016 Providence,0,-0.1,1.1916,8.62969256,-4.2,-8.429115743,2.2,7.5,-4.2,1,6.4,10.8058,-2.6,-3.634,0,0
2016,East,First Round,5,2016 Indiana,12,2016 Chattanooga,1,11.6,15.37786,20.33832841,3.7,-5.176475449,8.8,2.5,-0.5,-3.7,8.5,20.5537,-6.7,-9.52,0,0
2016,East,First Round,4,2016 Kentucky,13,2016 Stony Brook,1,8.1,16.66187,20.9668338,4.9,-4.714737753,12,10.7,-2.4,-2.7,2.8,20.1538,3.1,-12.1439,0,0
2016,East,First Round,6,2016 Notre Dame,11,2016 Michigan,1,0.6,1.4275,18.15772928,0.3,-18.67035306,6.5,6.4,-2.9,6.9,2.2,12.15,-1.9,-4.636,0,0
2016,East,First Round,3,2016 West Virginia,14,2016 Stephen F. Austin,0,7,11.5096,12.92668007,4.6,-0.811718551,12.2,6,-6.3,-6.3,-0.3,17.7772,-3.1,-21.0937,0,0
2016,East,First Round,7,2016 Wisconsin,10,2016 Pittsburgh,1,-2.5,0.1638,8.352295994,5.1,-10.66637219,6.1,7.1,-0.1,-9.2,0,3.789,-5.1,-12.6893,0,0
2016,East,First Round,2,2016 Xavier,15,2016 Weber St.,1,11.3,18.96854,16.76446629,3.9,1.244407664,10.5,14.1,2,0.3,1,13.7534,2.7,-9.4577,0,1
2016,Midwest,First Round,1,2016 Virginia,16,2016 Hampton,1,24.3,35.90399,25.9364335,16.4,9.982892952,3.2,-4,-1.6,-9,7.3,13.875,4.2,-4.8765,1,0
2016,Midwest,First Round,8,2016 Texas Tech,9,2016 Butler,0,-4.2,-1.1253,11.80509596,-3.5,-16.43140864,3.9,6.9,-0.9,-0.4,0.6,5.274,-2.7,-10.459,0,0
2016,Midwest,First Round,5,2016 Purdue,12,2016 Little Rock,0,7.8,11.2674,11.90979428,9.8,-0.733036034,5.2,-3.2,-3.9,-3.6,6.7,20.9625,-2.5,-13.9109,0,0
2016,Midwest,First Round,4,2016 Iowa St.,13,2016 Iona,1,8.6,13.2421,23.06619598,-6.4,-10.55958201,-4,-10.7,-3.4,1.3,2.5,11.967,-2.7,-6.111,0,0
2016,Midwest,First Round,6,2016 Seton Hall,11,2016 Gonzaga,0,-1.5,-1.6065,7.358968649,-0.2,-9.789373588,9.1,12.3,4.6,-1.2,5,7.8684,-8.1,-20.516,0,0
2016,Midwest,First Round,3,2016 Utah,14,2016 Fresno St.,1,7.6,11.41428,15.14887011,2.2,-4.583080054,0,-8,-3,-2.3,3.1,11.7146,2.4,-3.296,0,0
2016,Midwest,First Round,7,2016 Dayton,10,2016 Syracuse,0,-2,-2.5067,1.107699802,5.9,-4.508776833,-6.4,11.6,-1.8,-9.4,4.3,5.7195,-2.4,-12.2114,0,0
2016,Midwest,First Round,2,2016 Michigan St.,15,2016 Middle Tennessee,0,17.3,25.74662,19.93798398,10.2,3.9902864,11.7,-12.8,-1.9,-4,9.3,19.8251,11,-10.2587,1,0
2017,East,First Round,1,2017 Villanova,16,2017 Mount St. Mary's,1,22.2,35.01032,23.77857437,11.7,9.746987799,-4.9,2,-4.6,4.6,2.6,18.4962,3.7,-3.6486,1,0
2017,East,First Round,8,2017 Wisconsin,9,2017 Virginia Tech,1,6.2,7.3531,14.52756804,0.5,-7.824535884,5.6,5.1,0.2,2,-0.5,4.024,0.4,-18.4049,0,0
2017,East,First Round,5,2017 Virginia,12,2017 UNC Wilmington,1,9.6,14.2804,18.35496294,3.4,-2.789096413,-0.1,-13.7,-4.7,-8.3,5.6,3.891,1.5,-26.9752,0,0
2017,East,First Round,4,2017 Florida,13,2017 East Tennessee St.,1,12,14.9055,12.15517592,7.2,3.805552837,4.8,2.6,-5.4,-0.8,0.7,13.6941,0.9,-16.2549,0,0
2017,East,First Round,6,2017 SMU,11,2017 USC,0,7.7,12.9184,18.05933002,-1,-7.038454859,6.3,12.6,-1,-4.5,4.1,13.729,-4.8,-17.0326,0,0
2017,East,First Round,3,2017 Baylor,14,2017 New Mexico St.,1,11.2,17.69317,17.86534954,4.1,-1.687331217,11.7,-1.1,1.5,-6.3,5.3,13.614,1.4,-13.2355,1,0
2017,East,First Round,7,2017 South Carolina,10,2017 Marquette,1,0.6,-0.5409,6.323186525,-0.4,-7.969457274,4.9,4,0.5,4.3,-3.5,-4.078,-6.8,-24.3642,0,0
2017,East,First Round,2,2017 Duke,15,2017 Troy,1,15.7,22.41299,27.5924431,2.5,-5.615734634,1.9,6.3,-1.5,-1.2,3.9,11.421,-2.3,-9.038,1,0
2017,West,First Round,1,2017 Gonzaga,16,2017 South Dakota St.,1,21.4,34.38739,29.97031591,6.4,3.298890196,1.1,11.1,-0.4,-2,0.9,7.682,-11.3,-23.8183,1,0
2017,West,First Round,8,2017 Northwestern,9,2017 Vanderbilt,1,-0.8,-0.7266,5.796981787,0.3,-7.78554663,3.8,0.2,-0.1,5.7,0.5,6.289,-10.9,-7.4675,0,0
2017,West,First Round,5,2017 Notre Dame,12,2017 Princeton,1,5.6,8.5937,15.83882531,0.2,-7.143688331,2.7,-3.5,-6.7,6.8,4.2,19.383,-0.6,-8.025,0,0
2017,West,First Round,4,2017 West Virginia,13,2017 Bucknell,1,12.4,18.08309,15.51357539,6.6,2.442162595,10.3,5.5,-2.8,5.6,2.1,16.302,-0.4,-16.59,0,0
2017,West,First Round,6,2017 Maryland,11,2017 Xavier,0,-1.5,-0.4809,9.858981594,-2.6,-13.45468835,5.6,4.9,1.3,-2.9,2.9,4.168,1.6,-7.964,0,0
2017,West,First Round,3,2017 Florida St.,14,2017 Florida Gulf Coast,1,8.5,17.7266,19.63133439,2.4,-3.174475492,4.4,2.9,-1,-4.2,4.2,10.885,1.9,-13.2529,0,1
2017,West,First Round,7,2017 Saint Mary's,10,2017 VCU,1,6.9,10.3352,13.50176394,2.2,-3.924858709,5.9,-13.2,-3.7,-10,6.1,23.4094,-2.1,-14.1943,0,0
2017,West,First Round,2,2017 Arizona,15,2017 North Dakota,1,13.3,23.053968,18.55943155,4.7,2.584741146,5.4,1.6,-3,0,5,12.743,-4.2,-9.1456,0,1
2017,Midwest,First Round,1,2017 Kansas,16,2017 UC Davis,1,21.3,30.72735,21.28898497,9.7,7.569378476,6,3.2,-1.9,0.8,7.8,16.7527,5,1.5458,1,0
2017,Midwest,First Round,8,2017 Miami FL,9,2017 Michigan St.,0,1,1.9849,4.623519634,1.6,-3.531727481,6.4,-0.8,3.5,-1.4,1.2,6.7015,7.2,-6.5645,0,0
2017,Midwest,First Round,5,2017 Iowa St.,12,2017 Nevada,1,5.7,9.7715,19.11516648,-2.3,-10.77300439,-0.1,-0.5,-1.8,1.4,9.5,12.5757,-0.1,-11.43,0,0
2017,Midwest,First Round,4,2017 Purdue,13,2017 Vermont,1,7.1,12.3389,14.48780431,2.5,-2.944216242,4,7.7,-1.3,-5.6,6.1,16.6823,1.2,-17.9921,0,0
2017,Midwest,First Round,6,2017 Creighton,11,2017 Rhode Island,0,1.6,3.9746,10.0088678,-0.9,-6.554149422,-5.2,-17.5,-2.4,-3.4,11.1,16.0885,2.1,-8.353,0,0
2017,Midwest,First Round,3,2017 Oregon,14,2017 Iona,1,16.2,19.82584,20.89071137,2.5,-3.700954198,0.3,1,-1,2.9,1.9,9.807,-5.5,-14.998,0,1
2017,Midwest,First Round,7,2017 Michigan,10,2017 Oklahoma St.,1,3.2,0.5137,22.72803966,-7.2,-23.79756828,-6.9,-15.1,-6.2,-8.6,2.6,8.669,-10.6,-15.158,0,0
2017,Midwest,First Round,2,2017 Louisville,15,2017 Jacksonville St.,1,18,26.135355,20.66697884,8.9,5.182853314,8.3,0,-0.7,-2.8,-2,7.866,-2.6,-10.3063,1,0
2017,South,First Round,1,2017 North Carolina,16,2017 Texas Southern,1,20.3,31.67386,27.18313305,6.9,2.687014792,7.6,0.9,-2.9,-7.2,4.3,13.645,-1.3,-8.378,1,0
2017,South,First Round,8,2017 Arkansas,9,2017 Seton Hall,1,1.2,1.65,10.6428303,-1,-10.82929533,7,2.7,-1.2,-1.8,2.4,10.672,6.2,-1.159,0,0
2017,South,First Round,5,2017 Minnesota,12,2017 Middle Tennessee,0,0.3,1.9325,4.184476201,2.4,-4.093806221,5.8,1.6,-4,-0.2,2,8.7046,-1.8,-16.0412,0,0
2017,South,First Round,4,2017 Butler,13,2017 Winthrop,1,9.6,16.28276,19.12300406,3.2,-3.408325736,-0.6,2.4,-3.6,0.8,4.5,15.8717,-1.8,-7.357,0,0
2017,South,First Round,6,2017 Cincinnati,11,2017 Kansas St.,1,4.6,4.7627,5.85951324,2.7,-3.221940491,3.3,0.3,-7.2,0.1,-4,13.8481,4.6,-13.1988,0,0
2017,South,First Round,3,2017 UCLA,14,2017 Kent St.,1,15.4,21.21735,23.95643241,1.7,-4.22632174,-0.6,-7.3,-3.9,-9.8,5.5,19.277,-4.6,-4.667,0,0
2017,South,First Round,7,2017 Dayton,10,2017 Wichita St.,0,-5.5,-10.7386,3.035510622,-1.6,-16.14440041,1.6,8.5,-2.7,-6.9,7.7,19.161,-1.8,-21.6012,0,0
2017,South,First Round,2,2017 Kentucky,15,2017 Northern Kentucky,1,17.7,25.93035,23.29706223,7.4,2.199143799,7.7,11.7,-1,-4.1,2.5,11.688,-0.3,-11.6577,1,0
2018,South,First Round,8,2018 Creighton,9,2018 Kansas St.,0,3,2.5249,12.61586512,0.6,-11.3455271,-10.4,-9.5,-6,-1.4,4.4,12.51,-1.4,-6.06,0,0
2018,South,First Round,5,2018 Kentucky,12,2018 Davidson,1,2.2,5.5018,17.28987348,-3,-13.25294557,12.2,14.2,2.4,8.6,0.9,7.393,-10.7,-15.606,0,0
2018,South,First Round,4,2018 Arizona,13,2018 Buffalo,0,5.2,8.8761,19.73565619,-2.8,-13.92521735,4.6,-2.8,-0.6,-7,4.4,13.475,3.6,-11.646,0,0
2018,South,First Round,6,2018 Miami FL,11,2018 Loyola Chicago,0,1,0.5701,8.98237833,1.1,-8.870723849,3.1,3.4,-3.5,6.2,3.7,13.9437,-0.8,-9.6018,0,0
2018,South,First Round,3,2018 Tennessee,14,2018 Wright St.,1,12.7,19.33186,10.44342345,11.2,6.818387004,8.7,6.5,-3.1,2.7,3.5,15.6321,-0.7,-3.5005,0,1
2018,South,First Round,7,2018 Nevada,10,2018 Texas,1,1.2,2.7237,9.74996907,-1.5,-11.06291624,-2.1,11,-4.4,-0.3,6.8,17.655,4.2,-1.673,0,0
2018,South,First Round,2,2018 Cincinnati,15,2018 Georgia St.,1,14.1,19.78739,11.50932818,10.2,7.02083254,5.3,-2.3,-3.5,2.9,1.8,13.6031,0.3,-22.2796,1,0
2018,West,First Round,1,2018 Xavier,16,2018 Texas Southern,1,18.3,29.3499,32.40083581,3.5,-4.321073014,-2.2,8.8,1,-5.6,-0.2,6.219,3.1,-4.201,0,0
2018,West,First Round,8,2018 Missouri,9,2018 Florida St.,0,-2.4,-0.3522,11.04457965,-1.4,-13.57564764,0.7,7.5,1.6,-4.9,2.8,6.723,4.4,-10.016,0,0
2018,West,First Round,5,2018 Ohio St.,12,2018 South Dakota St.,1,7.9,10.5187,17.00006606,0.6,-9.411030454,7.4,6,3,0.2,1.5,7.96,-6.1,-16.217,0,0
2018,West,First Round,4,2018 Gonzaga,13,2018 UNC Greensboro,1,9.3,15.679,14.14664318,5.8,-0.507475359,9.2,-8.2,-5.6,-11,5.1,26.069,1.7,-11.7355,0,0
2018,West,First Round,6,2018 Houston,11,2018 San Diego St.,1,4.6,6.3892,9.781097153,3,-6.296147269,9.4,3,-1.5,-6,5.6,15.6061,-1.4,-14.5964,0,0
2018,West,First Round,3,2018 Michigan,14,2018 Montana,1,11.4,12.3605,13.08610585,7.3,-2.280188848,-0.4,-11,-7.3,-9.6,1.1,14.3324,-0.2,-13.5608,0,0
2018,West,First Round,7,2018 Texas A&M,10,2018 Providence,1,3.1,4.9897,6.361617553,4.2,-2.875725807,5.4,0.6,0.3,-1.1,0.6,2.97,-2.2,-5.3151,0,0
2018,West,First Round,2,2018 North Carolina,15,2018 Lipscomb,1,16.3,24.671177,22.72014783,6.6,-0.619485879,14.3,-10.1,-3,-2,2.9,13.623,-4.2,-1.528,1,0
2018,East,First Round,1,2018 Villanova,16,2018 Radford,1,22.7,31.4568779,30.65015892,8.3,0.612909032,0.5,-2.8,-5.6,-5.5,5.6,22.32,2,-4.1207,1,0
2018,East,First Round,8,2018 Virginia Tech,9,2018 Alabama,0,2.6,2.8136,8.615850729,0.5,-6.809534117,-7.1,-0.3,-1.8,0,6.6,12.4421,2.6,-1.355,0,0
2018,East,First Round,5,2018 West Virginia,12,2018 Murray St.,1,8.2,9.0797,20.04033176,0.8,-10.4449236,9.4,1,-1.7,-2.5,4.5,15.4984,-2.4,-16.2386,0,0
2018,East,First Round,4,2018 Wichita St.,13,2018 Marshall,0,11.1,14.68398,23.29357567,1.3,-11.15114421,3.6,6.1,-1.8,0.4,3.7,14.926,-4,-7.065,0,0
2018,East,First Round,6,2018 Florida,11,2018 St. Bonaventure,1,4.1,7.5183,16.26412287,1.4,-8.581745891,-0.8,-6.2,-6.1,0.7,5.5,8.652,-1.7,-10.473,0,0
2018,East,First Round,3,2018 Texas Tech,14,2018 Stephen F. Austin,1,11.6,16.37951,10.70430059,9.2,3.609607232,4.7,-10.2,-8,-4.3,0.7,15.2522,-0.5,-13.0267,0,0
2018,East,First Round,7,2018 Arkansas,10,2018 Butler,0,-2.4,-2.2317,12.05094394,-4.6,-17.41507823,4.7,2.2,-4.5,4.3,2.6,10.138,-4.6,-5.726,0,0
2018,East,First Round,2,2018 Purdue,15,2018 Cal St. Fullerton,1,19.7,25.3509,26.99612055,8.8,-1.444823882,-1.2,1.3,-2.8,1.7,5.7,16.992,-5.8,-6.3221,1,0
2018,Midwest,First Round,1,2018 Kansas,16,2018 Penn,1,12.3,19.54341,18.98276433,5.3,-1.192358895,6.4,-5.7,-0.5,7.5,10.6,19.2524,5.7,-3.914,0,0
2018,Midwest,First Round,8,2018 Seton Hall,9,2018 NC St.,1,2.5,2.2029,17.20624319,-3,-15.4152868,2.3,2,-2.8,-5.1,4.8,7.44,3.2,-9.303,0,0
2018,Midwest,First Round,5,2018 Clemson,12,2018 New Mexico St.,1,7.1,6.712,5.174988356,6.2,-1.511076137,4.6,0.5,-1.4,-7.5,5.8,15.5988,6,-10.5694,0,0
2018,Midwest,First Round,4,2018 Auburn,13,2018 Charleston,1,8.9,15.90062,21.52933951,2.8,-7.387445873,5,8.6,-1.1,2.7,1.5,9.934,-4.1,-12.0186,0,0
2018,Midwest,First Round,6,2018 TCU,11,2018 Syracuse,0,2.9,5.3272,12.54987075,1.5,-9.381417089,5.2,2.8,-1.9,-9.2,7.2,17.7141,-1.1,3.359,0,0
2018,Midwest,First Round,3,2018 Michigan St.,14,2018 Bucknell,1,11.4,19.5324,21.0412049,3.9,-2.385924969,8.7,1.9,2.1,-0.4,8.1,19.127,0.7,-15.5398,0,0
2018,Midwest,First Round,7,2018 Rhode Island,10,2018 Oklahoma,1,1.1,-0.0372,9.221889849,-0.9,-12.38264409,1,4.9,-1.6,-0.4,-1.1,3.982,-1.4,-11.8473,0,0
2018,Midwest,First Round,2,2018 Duke,15,2018 Iona,1,16.7,26.26217,29.69890706,3.1,-3.271367295,8.6,5.7,-1.1,4.8,2.3,14.509,0,-12.1705,1,0
2019,East,First Round,1,2019 Duke,16,2019 North Dakota St.,1,22.8,35.19105,27.35801839,8.2,6.966845831,10.7,8.4,3.1,9,-6.4,3.13,-7.4,-16.453,1,0
2019,East,First Round,8,2019 VCU,9,2019 UCF,0,-0.5,1.1134,-2.538013994,5.4,2.528543841,1.5,6.4,1.8,1,-0.6,7.1925,4.4,-18.5629,0,0
2019,East,First Round,5,2019 Mississippi St.,12,2019 Liberty,0,5.4,9.8561,16.09540996,0,-7.170881264,8.4,-0.1,-1.5,4.1,4.9,16.1507,-6.7,-10.146,0,0
2019,East,First Round,4,2019 Virginia Tech,13,2019 Saint Louis,1,12,18.19706,13.18678878,7.7,3.849416315,4.5,-1.5,-1.9,-8.7,8.1,18.5511,12.4,-4.7135,0,0
2019,East,First Round,6,2019 Maryland,11,2019 Belmont,1,2.6,6.9037,13.79262901,-1.6,-8.272928251,9.6,5.2,3.5,-0.9,0.6,7.6649,-1.7,-17.9279,0,0
2019,East,First Round,3,2019 LSU,14,2019 Yale,1,6.3,12.37867,20.22169826,-0.6,-9.158511306,12.9,7.1,3,4.1,1.1,12.433,-4.5,-9.416,0,0
2019,East,First Round,7,2019 Louisville,10,2019 Minnesota,0,5.3,6.5133,9.363556505,2.9,-2.452333362,1.1,6.8,1.2,-6.1,0.3,5.776,1.8,-5.6236,0,0
2019,East,First Round,2,2019 Michigan St.,15,2019 Bradley,1,20.2,31.718975,21.10931665,11.1,9.76676268,7.4,-0.3,0.1,-0.3,5.4,15.5706,-1.3,-5.2773,1,0
2019,West,First Round,1,2019 Gonzaga,16,2019 Fairleigh Dickinson,1,24.6,37.0374,33.42011116,7.7,2.116121296,-2.5,5.8,-5.9,-2.3,2.2,19.12,-4.8,-17.6103,1,0
2019,West,First Round,8,2019 Syracuse,9,2019 Baylor,0,0.2,1.0065,7.445911855,0,-7.03580937,1.3,0.3,-0.1,-4.8,-1.1,3.025,4.7,-10.1959,0,0
2019,West,First Round,5,2019 Marquette,12,2019 Murray St.,0,2.5,5.089,10.68226361,0,-7.576883561,-0.9,7.5,0,-6.2,10.8,12.6268,-5.9,-18.0271,0,0
2019,West,First Round,4,2019 Florida St.,13,2019 Vermont,0,6.7,13.83676,9.386588751,4.4,2.634627209,11.3,10.1,-0.2,-0.6,-1.7,11.8867,-2.8,-14.1239,0,0
2019,West,First Round,6,2019 Buffalo,11,2019 Arizona St.,1,5.2,9.1279,11.06705086,2.1,-4.013321609,5.2,-6.4,-3.3,-5.8,0,13.1523,2.5,-12.0215,0,0
2019,West,First Round,3,2019 Texas Tech,14,2019 Northern Kentucky,1,13.8,20.18842,13.64020366,9.8,7.116045065,2.1,-1.7,-0.3,-2.1,4.9,7.613,2.2,-24.2494,0,0
2019,West,First Round,7,2019 Nevada,10,2019 Florida,0,1.3,0.599,3.439774614,1.3,-5.041202192,-5.2,7.1,-8.2,-6.4,3.1,16.7305,-4.6,-9.762,0,0
2019,West,First Round,2,2019 Michigan,15,2019 Montana,1,14.8,25.88829,18.33779514,9,8.809654163,-0.5,-10,-5.8,-2.2,0.4,7.088,-4,-21.6936,1,0
2019,South,First Round,1,2019 Virginia,16,2019 Gardner Webb,1,21.2,36.398722,29.32708349,8.7,6.269550214,-1,2.6,-3.4,3.3,7.1,11.882,-6.5,-18.5311,1,0
2019,South,First Round,8,2019 Mississippi,9,2019 Oklahoma,0,-1.9,-0.4514,5.323666808,-0.5,-7.042978253,2.5,7.6,0.7,3.3,2.5,10.2161,0.9,-0.15,0,0
2019,South,First Round,5,2019 Wisconsin,12,2019 Oregon,0,2.7,8.5229,1.232175189,5.7,7.065763078,-4.1,-7.8,-6.6,-3.2,7.2,9.6942,-5.4,-13.3584,0,0
2019,South,First Round,4,2019 Kansas St.,13,2019 UC Irvine,0,7.2,10.76033,3.441880455,8.8,7.370090096,1.7,-3.1,0.7,-8,0.3,6.9884,-3.4,-16.7238,0,0
2019,South,First Round,6,2019 Villanova,11,2019 Saint Mary's,1,2.1,1.0639,12.36339047,-3.3,-12.799658,7.6,5.9,0.6,-4,3.5,13.2143,-4.6,-11.253,0,0
2019,South,First Round,3,2019 Purdue,14,2019 Old Dominion,1,13.8,20.47267,16.27843425,7.5,3.287419654,10.2,-3,-2.7,-5.7,3.9,20.7869,7.3,-1.3546,0,0
2019,South,First Round,7,2019 Cincinnati,10,2019 Iowa,0,1.3,1.0954,12.57663971,-2.2,-11.35968836,8.6,9.3,-2.4,-0.5,2.4,5.346,-7.6,-14.9279,0,0
2019,South,First Round,2,2019 Tennessee,15,2019 Colgate,1,14.5,22.6933,28.08827161,2.2,-5.324532696,4.7,4.8,-2.1,0,2.3,13.543,-8.6,-11.6586,1,0
2019,Midwest,First Round,1,2019 North Carolina,16,2019 Iona,1,19.7,32.24928,28.37881295,5.8,3.73836767,4.5,2.1,-1.5,-2.5,-0.3,6.862,-5.8,-12.0346,1,0
2019,Midwest,First Round,8,2019 Utah St.,9,2019 Washington,0,0.2,3.2529,4.139801622,2.1,-3.188173191,-2.7,2.2,-6.1,-7.4,2.6,16.6523,1.4,-8.3176,0,0
2019,Midwest,First Round,5,2019 Auburn,12,2019 New Mexico St.,1,8.5,9.7437,18.20516753,0.6,-8.697776682,10,-1.4,-1.8,-4.1,4.8,18.4272,3.9,-14.5014,0,0
2019,Midwest,First Round,4,2019 Kansas,13,2019 Northeastern,1,9.2,11.95825,15.2953244,2.2,-2.817294531,5.4,4.9,2,5.6,1.4,1.14,-7,-14.4738,0,0
2019,Midwest,First Round,6,2019 Iowa St.,11,2019 Ohio St.,0,4.7,6.7691,11.9037023,2,-6.329306168,2.4,-1.5,-2.2,2.3,3.5,13.9738,-1.9,-3.663,0,0
2019,Midwest,First Round,3,2019 Houston,14,2019 Georgia St.,1,12.4,16.82753,15.41662939,5.2,1.173103491,1.1,0.6,-4.3,2.9,2.9,9.362,3.6,-15.4552,0,1
2019,Midwest,First Round,7,2019 Wofford,10,2019 Seton Hall,1,6.6,7.8074,12.6650801,1.3,-6.888265387,2.9,-4.9,-3.8,-4.7,8,17.089,-0.1,-6.6802,0,0
2019,Midwest,First Round,2,2019 Kentucky,15,2019 Abilene Christian,1,17.3,25.32704,17.84643669,8.6,6.495758424,8.8,4.1,-4.9,-1.9,2.9,16.0374,-1.7,-11.422,1,0
2021,West,First Round,1,2021 Gonzaga,16,2021 Norfolk St.,1,24.4,40.36625,29.08546995,9.3,11.13482539,1.7,-5.3,-4.6,-5.4,4.8,24.9158,-0.6,-12.3534,1,0
2021,West,First Round,8,2021 Oklahoma,9,2021 Missouri,1,2,1.4939,5.044083187,-0.2,-4.744516275,-1.9,-7.3,-2.6,-1.1,1.1,5.039,3.7,-4.6935,0,0
2021,West,First Round,5,2021 Creighton,12,2021 UC Santa Barbara,1,5,9.0734,10.31146499,-0.2,-2.364656714,0.3,-1.1,-5,0,3.3,15.4734,-5.7,-12.1505,0,0
2021,West,First Round,4,2021 Virginia,13,2021 Ohio,0,8.8,11.54,15.81446459,0.9,-5.454765254,-4.3,-8.2,-4.6,-6.1,4.4,9.862,3.5,-13.5087,0,0
2021,West,First Round,6,2021 USC,11,2021 Drake,1,7,7.582,13.50964915,1.6,-3.644703537,10.8,7.8,-0.7,-4.3,4,10.6806,1.7,-19.2904,0,0
2021,West,First Round,3,2021 Kansas,14,2021 Eastern Washington,0,8,14.37985,8.330834576,2.6,5.217330542,5.6,2.8,1.2,3,2.1,6.0434,-6.8,-14.4736,0,0
2021,West,First Round,2,2021 Iowa,15,2021 Grand Canyon,1,10.6,21.92666,19.07296674,-0.9,2.162626582,7.9,2.6,-3.2,-4.4,8.9,24.9751,-1.7,-5.62,0,0
2021,East,First Round,1,2021 Michigan,16,2021 Texas Southern,1,19.2,36.84603,20.7450837,9.3,13.82930271,3,-4.9,-3.1,-8.1,6.3,16.9574,4.1,-3.4411,1,0
2021,East,First Round,8,2021 LSU,9,2021 St. Bonaventure,1,1.3,-1.2305,10.05498094,-3.8,-11.48967298,3.1,5.6,-3.4,-0.8,4.4,20.1117,-2.8,-5.333,0,0
2021,East,First Round,5,2021 Colorado,12,2021 Georgetown,1,6,7.6247,8.669315107,2.6,0.140220827,3.6,4,0.6,-6.8,4.1,9.711,-2.8,-5.3822,0,0
2021,East,First Round,4,2021 Florida St.,13,2021 UNC Greensboro,1,7.3,13.91648,14.52423178,4.6,1.844959588,9.8,-3.7,-0.8,-1,7.1,15.8613,5.8,-5.4414,0,0
2021,East,First Round,6,2021 BYU,11,2021 UCLA,0,-0.3,5.0287,7.531151797,-3.6,-4.897468388,4.4,-0.2,1.4,-7.5,2.2,6.773,-3,-11.9301,0,0
2021,East,First Round,3,2021 Texas,14,2021 Abilene Christian,0,6.6,10.4549,5.61845156,6.4,4.173093903,3.4,-8.5,-6.5,-3.7,6.6,20.4555,-0.7,-8.5262,0,0
2021,East,First Round,7,2021 Connecticut,10,2021 Maryland,0,2.8,3.1836,7.757579366,0.1,-1.840480473,12,4,0.6,8.9,-0.7,8.8886,0.4,-6.5613,0,0
2021,East,First Round,2,2021 Alabama,15,2021 Iona,1,12.9,26.02358,9.461052158,8.3,14.92404001,5.3,-17.7,-1,-3.7,5,11.7779,-5.7,-10.3514,0,1
2021,South,First Round,1,2021 Baylor,16,2021 Hartford,1,21.2,32.22785,22.57426206,9.7,9.157704332,8.7,2,-2.8,6,13.1,24.0145,-2.6,-4.7096,1,0
2021,South,First Round,8,2021 North Carolina,9,2021 Wisconsin,0,-1.5,-2.5669,-2.830490793,0.6,-1.43940009,16.2,6.4,2.8,2.6,-1.3,8.016,-7.3,-8.494,0,0
2021,South,First Round,5,2021 Villanova,12,2021 Winthrop,1,9.3,13.67932,14.40671251,1.7,-0.908969328,5.7,-3.8,-9,-10.8,2.8,21.9261,-0.4,-8.313,0,0
2021,South,First Round,4,2021 Purdue,13,2021 North Texas,0,4.4,10.5741,5.162943301,1.8,4.118220756,5.3,0.5,-2.7,-3.8,1.9,13.1156,-6,-5.0515,0,0
2021,South,First Round,6,2021 Texas Tech,11,2021 Utah St.,1,5.9,4.4365,-0.825612216,6.2,3.661639443,12.5,13.2,-3.4,-5.3,1.6,18.5307,-3.5,-10.5457,0,0
2021,South,First Round,3,2021 Arkansas,14,2021 Colgate,1,5,11.3069,8.036165959,0.2,0.255195638,6.3,7.7,0.8,-2,7.8,14.7165,-4.5,-25.3546,0,0
2021,South,First Round,7,2021 Florida,10,2021 Virginia Tech,1,0.7,2.3315,4.614857245,-0.6,-3.007634008,6.5,2.9,3.1,3.2,2.7,6.7924,0.6,-8.1144,0,0
2021,South,First Round,2,2021 Ohio St.,15,2021 Oral Roberts,0,12.8,24.20908,27.6670277,0.2,-5.402588249,-3.9,4.5,-2.9,4.2,0.9,6.794,-12,-4.67,0,0
2021,Midwest,First Round,1,2021 Illinois,16,2021 Drexel,1,16.7,28.9939,20.94741847,5.6,6.050237836,8.7,12,1.8,-7.2,5.5,10.483,-9.2,-12.7548,1,0
2021,Midwest,First Round,8,2021 Loyola Chicago,9,2021 Georgia Tech,1,3.3,5.2045,4.380901073,1.3,2.058162989,-3.9,1.8,-4.3,-3.8,-1,10.15,-2.6,-20.9339,0,0
2021,Midwest,First Round,5,2021 Tennessee,12,2021 Oregon St.,0,5.8,10.8896,6.829360715,3,4.645283795,2,-3.1,-0.3,-1.2,2.4,0.689,-2.9,-12.6817,0,0
2021,Midwest,First Round,4,2021 Oklahoma St.,13,2021 Liberty,1,3.8,10.39708,9.817067421,1.6,-0.604736642,9.5,6.8,4.1,7.1,1.6,7.2544,-7,-15.5993,0,0
