year,region,round,high_bracket_seed,high_bracket_team,low_bracket_seed,low_bracket_team,win,ovr_rating_bpi,ovr_rating_kenpom,off_rating_torvik,def_rating_bpi,def_rating_kenpom,reb%_off,ftr_off,to%_off,reb%_def,3p%_off,eff_off,ft%_def,eff_def,s_f,a_f
2012,South,First Round,6,2012 UNLV,11,2012 Colorado,0,5.1,7.71994,3.12397184,-0.1,1.871272554,4.1,3.3,0.8,0.9,4.4,10.2471,-0.8,-6.827,0,0
2012,South,First Round,3,2012 Baylor,14,2012 South Dakota St.,1,6,9.7064,15.0454634,-3.2,-7.639891999,9.4,7,1.4,2.4,5.3,10.5735,-4.3,-17.2798,0,0
2012,South,First Round,7,2012 Notre Dame,10,2012 Xavier,0,-0.4,2.6053,2.403737868,1,-3.463959113,0.6,1.5,-2.6,0.5,2.3,6.9543,1.6,-5.4135,0,0
2012,South,First Round,2,2012 Duke,15,2012 Lehigh,0,8.8,11.95767,15.91166467,-3.5,-5.558897169,5.5,12,-3.7,0.8,4.3,18.2374,-8.4,-9.7615,0,0
2012,West,First Round,1,2012 Michigan St.,16,2012 LIU,1,16.5,28.275029,18.18466608,-0.1,7.815553201,3.2,16.7,1.4,-7.3,3.7,7.072,-2.6,-18.3329,1,0
2012,West,First Round,8,2012 Memphis,9,2012 Saint Louis,0,2.6,1.9769,1.000740496,3.5,-3.103685385,2,4.2,-4.7,1,4.8,20.0983,-2.2,-16.8651,0,0
2012,West,First Round,5,2012 New Mexico,12,2012 Long Beach St.,1,4.7,4.3159,4.651554429,1.7,-1.025491738,2.4,12,-1.7,-6.9,4.3,13.0244,1.1,-20.0338,0,0
2012,West,First Round,4,2012 Louisville,13,2012 Davidson,1,4.1,8.1223,2.697382764,0.7,3.983994407,9.5,-3.8,3.8,-0.8,-2.9,2.0296,-10.6,-22.9732,0,0
2012,West,First Round,6,2012 Murray St.,11,2012 Colorado St.,1,2.8,5.56253,10.81353507,0.4,-8.166285152,5.2,7.2,2.4,6.4,5,6.519,-10.4,-15.2056,0,0
2012,West,First Round,3,2012 Marquette,14,2012 BYU,1,4.8,6.4029,2.804796317,-4.7,0.534463386,7.8,6.5,-2.7,5.8,2.2,13.9562,-3.2,-13.9117,0,0
2012,West,First Round,7,2012 Florida,10,2012 Virginia,1,4.3,2.9276,6.429713128,6.6,-6.165995999,8.4,1.9,-4.5,3.1,9.5,27.2901,-3.4,-2.2905,0,0
2012,West,First Round,2,2012 Missouri,15,2012 Norfolk St.,0,18.4,29.12666,23.87395336,3,2.715838849,-2.4,0.5,-4.3,-1.7,9,23.748,1.9,-2.0381,0,0
2012,East,First Round,1,2012 Syracuse,16,2012 UNC Asheville,1,13.3,20.54302,19.58096315,-0.2,0.87111893,1.6,-4.3,-6.4,6.4,-0.9,9.81,-10.5,-19.9263,1,0
2012,East,First Round,8,2012 Kansas St.,9,2012 Southern Miss,1,3.8,7.0302,6.500157152,0.5,-2.123180727,12.3,3.3,0,-2.9,-1.9,4.8768,-5.2,-13.223,0,0
2012,East,First Round,5,2012 Vanderbilt,12,2012 Harvard,1,4.5,5.5715,5.885962109,5,-2.519184657,5.4,10.5,0,1.1,5.3,19.7908,-5,-8.6403,0,0
2012,East,First Round,4,2012 Wisconsin,13,2012 Montana,1,11.4,15.42563,4.930198826,16.5,9.244891092,-1,-7.9,-7.1,0.3,3.7,14.0483,-3.7,-17.8679,0,0
2012,East,First Round,6,2012 Cincinnati,11,2012 Texas,1,-0.3,-1.3699,4.699301581,0.5,-7.007237428,1.5,-12.5,-3.9,-4.2,-1,6.1759,-5.6,-13.4762,0,0
2012,East,First Round,3,2012 Florida St.,14,2012 St. Bonaventure,1,4.5,6.3971,2.377632619,3.9,1.243520692,6.1,-2.4,4.7,-3.3,2.9,3.2927,-5,-15.5217,0,0
2012,East,First Round,7,2012 Gonzaga,10,2012 West Virginia,1,1.3,2.49,5.869502378,-2.9,-5.878796975,4.5,15.8,-0.4,-13.4,5.9,11.0244,-0.2,-11.9509,0,0
2012,East,First Round,2,2012 Ohio St.,15,2012 Loyola MD,1,18,26.2242,14.49017873,10.3,10.14606547,2.7,-2.8,-4.4,-14.1,-3.5,14.1875,-2.9,-14.4906,1,0
2012,Midwest,First Round,1,2012 North Carolina,16,2012 Vermont,1,14,22.0493,15.79719817,3.8,5.640420421,10.6,5,-3.8,-6.5,2.1,17.2802,-6.9,-13.0452,1,0
2012,Midwest,First Round,8,2012 Creighton,9,2012 Alabama,1,-1.2,0.4222,4.809419273,-1,-8.526149134,-0.3,0.6,-3.3,-7.8,14.2,25.7825,-3.7,0.675,0,0
2012,Midwest,First Round,5,2012 Temple,12,2012 South Florida,0,3.3,4.0579,3.024066483,6.7,-1.32148936,0.3,2.5,-0.8,-2.8,9.3,14.8243,-0.8,3.087,0,0
2012,Midwest,First Round,4,2012 Michigan,13,2012 Ohio,0,3.8,7.3237,6.350957371,5.8,-1.425798149,-5.5,-14.6,-8.9,-4.2,5,14.2732,3.2,-3.9418,0,0
2012,Midwest,First Round,6,2012 San Diego St.,11,2012 NC St.,0,-2.3,-0.6471,1.649721656,-3.9,-6.318131523,0.5,3.8,0.5,-8.6,-0.1,4.1061,-0.7,-12.7885,0,0
2012,Midwest,First Round,3,2012 Georgetown,14,2012 Belmont,1,2,2.666,8.88991501,-0.9,-5.5526829,4,3.6,-1.1,-4.3,0.6,8.667,-5.3,-26.2177,0,0
2012,Midwest,First Round,7,2012 Saint Mary's,10,2012 Purdue,0,-0.7,-0.4671,10.0078286,-3,-15.02782288,5.2,5.4,-1.7,-5.7,-1.2,11.878,1.9,-13.6866,0,0
2012,Midwest,First Round,2,2012 Kansas,15,2012 Detroit Mercy,1,13.2,21.41557,17.29348835,3.1,3.763141487,1.9,2.4,-2.8,-6.7,-1.2,9.9817,-2,-14.1027,1,0
2013,Midwest,First Round,1,2013 Louisville,16,2013 North Carolina A&T,1,24.7,36.46914,8.470428834,16,27.65040432,5,-2.5,-4.9,3.5,1.3,17.3338,-0.8,-6.7357,1,0
2013,Midwest,First Round,8,2013 Colorado St.,9,2013 Missouri,1,-3.8,0.957,10.39104194,-8.4,-12.91955728,13.5,14.5,-0.8,-16.2,0.5,16.5153,-5.4,-12.3264,0,0
2013,Midwest,First Round,5,2013 Oklahoma St.,12,2013 Oregon,0,2.2,4.5569,-4.250065134,-0.8,5.279726409,4,8.1,-4.2,-5.4,-2.7,15.4523,-2.2,-10.7303,0,0
2013,Midwest,First Round,4,2013 Saint Louis,13,2013 New Mexico St.,1,6.9,11.42459,3.095063483,8.1,7.196200306,-1.7,13.9,-1.1,-8.1,0.9,10.4262,-0.2,-13.9606,0,0
2013,Midwest,First Round,6,2013 Memphis,11,2013 Saint Mary's,1,-1.7,-2.2266,3.744540223,-5.1,-7.896221017,11.2,0.3,3,-6.6,1,9.6991,-5.4,-23.0231,0,0
2013,Midwest,First Round,3,2013 Michigan St.,14,2013 Valparaiso,1,6.9,11.32,8.076561808,6.1,0.762053185,8.2,-0.7,1.3,-3.3,0.8,9.7767,-7.5,-16.5351,0,0
2013,Midwest,First Round,7,2013 Creighton,10,2013 Cincinnati,1,2,6.6391,4.498998881,1.6,-2.875647188,-0.7,1.5,-1.3,-11.8,12.1,25.0964,3.2,-3.7061,0,0
2013,Midwest,First Round,2,2013 Duke,15,2013 Albany,1,16.3,25.56865,17.60568619,7.1,5.270793816,1.1,10.3,-4.3,1.2,7.5,18.6716,-1.8,-6.8883,1,0
2013,West,First Round,1,2013 Gonzaga,16,2013 Southern,1,15.3,29.239437,16.85293503,8.5,9.831084009,6.3,5.8,-3.2,3.5,6.8,28.9052,-0.8,-10.1611,1,0
2013,West,First Round,8,2013 Pittsburgh,9,2013 Wichita St.,0,4.9,7.7119,4.928010061,7.8,-0.316155812,15.5,0.1,-2.5,-8.2,3,21.0107,2.9,-15.888,0,0
2013,West,First Round,5,2013 Wisconsin,12,2013 Mississippi,0,4.1,6.4857,4.092981019,2.9,4.184140372,0.7,-1.4,-6.1,-7.1,2.1,10.8945,0.7,-18.5759,0,0
2013,West,First Round,4,2013 Kansas St.,13,2013 La Salle,0,2.7,4.9564,7.348159463,1.2,-5.31884087,5.6,3.2,-3.8,4.4,6,10.012,-5.6,-10.7014,0,0
2013,West,First Round,6,2013 Arizona,11,2013 Belmont,1,4,4.7798,7.597998598,-1.8,-4.911532325,1.5,0.5,-5.5,-3.2,3.4,14.5033,-3.1,-17.7028,0,0
2013,West,First Round,3,2013 New Mexico,14,2013 Harvard,0,7.7,13.80088,6.515939652,4.4,3.18213699,-2.6,15.1,-3.5,1.7,2.7,4.0934,-5.4,-14.025,0,0
2013,West,First Round,7,2013 Notre Dame,10,2013 Iowa St.,0,-0.6,1.1441,12.95946089,-8,-14.9021917,5.2,-0.2,-1.1,-4.8,6.6,10.528,-4.2,-12.7236,0,0
2013,West,First Round,2,2013 Ohio St.,15,2013 Iona,1,11.2,17.31586,18.13714174,-4.1,-2.685863386,-1.2,2.1,-2.9,-5.2,-2.2,3.748,-8,-20.8697,0,0
2013,South,First Round,1,2013 Kansas,16,2013 Western Kentucky,1,17.2,26.386995,12.82858031,8.4,12.05649851,3.2,2.7,-0.8,-6,3.9,10.5304,1,-10.768,1,0
2013,South,First Round,8,2013 North Carolina,9,2013 Villanova,1,3.3,3.5476,0.98602541,-3,-1.141278799,5.4,-12.5,-4.8,-1.9,0.2,10.9688,-2.3,-1.8797,0,0
2013,South,First Round,5,2013 VCU,12,2013 Akron,1,6.3,5.5868,6.810430418,0.3,-1.888767349,6.8,-4.9,-3.4,-3.1,3,19.0157,4,-12.568,0,0
2013,South,First Round,4,2013 Michigan,13,2013 South Dakota St.,1,11.4,17.82461,24.47688627,0.2,-8.286242497,6.5,4,-2.8,0.6,2,13.049,-9.2,-14.8387,0,0
2013,South,First Round,6,2013 UCLA,11,2013 Minnesota,0,-5.7,-3.9818,2.170176994,-7.3,-9.954800115,-2.7,-2.4,-4.4,-10.1,0,8.6569,-1.9,-9.8231,0,0
2013,South,First Round,3,2013 Florida,14,2013 Northwestern St.,1,18.8,28.79554,19.51212222,6.1,9.151280457,-3,-11.5,-4.3,-6.7,4,15.8325,-4.3,-20.2402,0,0
2013,South,First Round,7,2013 San Diego St.,10,2013 Oklahoma,1,1.1,4.2627,0.41134817,-0.4,0.789690417,0.1,4.5,-1.8,-5.6,-0.3,4.1799,-7.7,-13.6525,0,0
2013,South,First Round,2,2013 Georgetown,15,2013 Florida Gulf Coast,0,10.8,18.80947,4.146263683,7.6,13.53945081,-2.1,4.1,-2.3,-1.9,4.3,6.4825,-0.5,-15.0954,0,0
2013,East,First Round,1,2013 Indiana,16,2013 James Madison,1,22.5,31.59882,22.30923435,9,8.484530426,9.2,6.2,-2.2,2.3,6.1,18.4458,0.3,-8.1928,1,0
2013,East,First Round,8,2013 NC St.,9,2013 Temple,0,3.4,5.4437,13.00510559,-6.6,-10.82727142,3,7.3,-2.3,1.8,3.8,12.052,0.6,-5.382,0,0
2013,East,First Round,5,2013 UNLV,12,2013 California,0,0.4,4.4956,-1.123648209,-0.3,4.132052681,2.9,5.8,3.7,-5.6,-0.9,6.1049,-2.7,-9.4036,0,0
2013,East,First Round,4,2013 Syracuse,13,2013 Montana,1,14.1,19.85361,15.26197851,7.8,3.149577613,9.2,0.2,0.6,9.3,0.3,6.895,-8.9,-16.5454,0,1
2013,East,First Round,6,2013 Butler,11,2013 Bucknell,1,1.1,1.3652,2.034474537,4.1,-2.90900955,12,9.4,6.2,-3.6,3.4,13.3207,-4.7,-9.8301,0,0
2013,East,First Round,3,2013 Marquette,14,2013 Davidson,0,1.8,7.4838,12.72538394,-1.1,-7.551689689,9.9,4.9,2.1,4,-2.2,10.4919,-11.7,-15.8246,0,0
2013,East,First Round,7,2013 Illinois,10,2013 Colorado,1,1,0.3439,0.292374211,1.4,-2.39926918,2.9,6.5,-1.8,-0.7,-0.2,8.5343,2.9,-2.3511,0,0
2013,East,First Round,2,2013 Miami FL,15,2013 Pacific,0,11.5,16.74544,11.91342415,9.8,3.311274537,0.2,-4,-3.2,-1.5,1.1,5.537,-5,-11.8453,0,1
2014,South,First Round,1,2014 Florida,16,2014 Albany,1,20.2,29.52423,19.8238637,18.4,10.93600629,6.4,14.2,-0.9,-3.6,1.6,11.38,-5.9,-12.1038,1,0
2014,South,First Round,8,2014 Colorado,9,2014 Pittsburgh,0,-8.7,-9.0471,2.0784088,-2.9,-11.62040429,5.5,11.4,0.2,-11.7,-1.1,6.2115,-1.3,-12.747,0,0
2014,South,First Round,5,2014 VCU,12,2014 Stephen F. Austin,0,7.5,9.4251,8.428731378,5.6,1.598416106,5.8,-16.8,-7.2,-7.8,0.1,8.5782,-4.5,-25.2411,0,0
2014,South,First Round,4,2014 UCLA,13,2014 Tulsa,1,9.6,12.91811,15.68715989,0,-1.677790206,0.8,-9.3,-5.5,-1.8,3.8,18.5241,-0.4,-5.7062,0,0
2014,South,First Round,6,2014 Ohio St.,11,2014 Dayton,0,5.2,8.6905,9.928263589,7.3,0.357485121,1.4,-0.4,-2,-4.9,-1.7,4.735,2.9,-19.6559,0,0
2014,South,First Round,3,2014 Syracuse,14,2014 Western Michigan,1,11.5,17.08447,17.42608268,11.4,0.849798829,6.5,3.9,-3.9,0.3,2.3,11.156,-4.9,-8.5617,0,1
2014,South,First Round,7,2014 New Mexico,10,2014 Stanford,0,1.7,1.5516,11.48471365,-1.2,-9.522270067,4.8,10,-1.1,-0.9,-1.8,10.069,2.2,-9.6327,0,0
2014,South,First Round,2,2014 Kansas,15,2014 Eastern Kentucky,1,11.8,22.38117,27.39907852,0.5,-5.57668752,3.7,-6.4,-5.2,6.1,-1.8,8.203,-7.9,-13.345,1,0
2014,East,First Round,1,2014 Virginia,16,2014 Coastal Carolina,1,18.2,32.40111,15.61978836,19,17.38154443,4.9,3.3,-1.7,-8.4,4.4,8.9598,-2.4,-10.9696,1,0
2014,East,First Round,8,2014 Memphis,9,2014 George Washington,1,0.9,0.7007,8.422199856,-1.2,-6.392695423,5.1,6.4,-0.8,-1.6,2.1,10.1241,-0.4,-8.4527,0,0
2014,East,First Round,5,2014 Cincinnati,12,2014 Harvard,0,0.3,1.761,3.458652565,7.6,-1.062115947,10.2,2.6,-4,-0.3,0.9,14.5429,-4.8,-19.8818,0,0
2014,East,First Round,4,2014 Michigan St.,13,2014 Delaware,1,11.3,18.00259,23.98731222,-1.7,-5.382841113,0.8,-4.3,0.4,-1.8,7,7.724,0.9,-13.7667,0,1
2014,East,First Round,6,2014 North Carolina,11,2014 Providence,1,3.2,3.6514,11.24166949,-2.4,-6.685451459,7.8,10.3,0.7,-4.1,0.7,4.478,-11.6,-11.1547,0,0
2014,East,First Round,3,2014 Iowa St.,14,2014 North Carolina Central,1,6,12.65942,15.93485924,-0.5,-2.905048941,-4.7,-8.1,-9.6,-7.1,4.8,22.3331,0.1,-9.8,0,0
2014,East,First Round,7,2014 Connecticut,10,2014 Saint Joseph's,1,5.3,6.0889,9.385050314,4.7,-2.84640089,3.6,8,2.2,3.9,5,7.183,2.4,-12.2962,0,0
2014,East,First Round,2,2014 Villanova,15,2014 Milwaukee,1,15.7,24.8994,20.34749875,6.7,4.194704078,2,8.1,-1.3,0.3,4.5,10.321,-2.9,-6.4292,1,0
2014,West,First Round,1,2014 Arizona,16,2014 Weber St.,1,15.3,30.88667,21.1786257,11.7,11.90453474,8.5,6.6,2.4,-2,2.5,7.242,-3.5,-21.8611,1,0
2014,West,First Round,8,2014 Gonzaga,9,2014 Oklahoma St.,1,-1.3,-0.8942,8.79054254,-4.6,-8.193989806,-1.5,0.6,-3.1,1.8,6.5,16.5126,-1.2,-16.2021,0,0
2014,West,First Round,5,2014 Oklahoma,12,2014 North Dakota St.,0,0.3,5.8226,23.12156046,-6.8,-15.48188815,4.9,-0.5,-1.6,-0.8,0.3,8.107,-4.5,-12.331,0,0
2014,West,First Round,4,2014 San Diego St.,13,2014 New Mexico St.,1,6.3,9.1905,10.49129271,6.4,-0.677575503,2.9,11.2,-0.8,-8.4,0.8,6.922,-0.4,-23.0905,0,0
2014,West,First Round,6,2014 Baylor,11,2014 Nebraska,1,5.3,4.7491,13.95089855,4.7,-9.612666594,12.2,0.6,-0.8,6.8,6.5,14.932,-4.4,3.255,0,0
2014,West,First Round,3,2014 Creighton,14,2014 Louisiana,1,11.7,19.69943,31.13089464,-3.1,-10.84373973,-4,-9.8,-3.5,-8.9,9.1,16.512,3,-6.73,0,0
2014,West,First Round,7,2014 Oregon,10,2014 BYU,1,3.8,4.0286,17.73417916,-11,-14.18512814,4.2,6.9,-0.4,-3.2,5.1,11.155,2.1,-9.26,0,0
2014,West,First Round,2,2014 Wisconsin,15,2014 American,1,14.2,17.95072,20.35738459,14.7,-0.674893136,-2,2.9,-7.3,0.7,6,18.7787,0.8,-3.846,0,1
2014,Midwest,First Round,1,2014 Wichita St.,16,2014 Cal Poly,1,16.7,25.779768,19.46876314,17.4,5.523136071,2.4,4.4,-1.7,-4.9,0.7,9.402,-3.5,-10.0916,1,0
2014,Midwest,First Round,8,2014 Kentucky,9,2014 Kansas St.,1,6.5,6.7556,8.306635325,5.6,-3.098542848,9.2,8.3,-0.7,-5.1,3.1,13.9395,2.7,-6.343,0,0
2014,Midwest,First Round,5,2014 Saint Louis,12,2014 NC St.,1,3.7,5.2453,6.959548609,4.2,-1.855477188,-7,-2.5,1.1,-5.6,0,-3.205,3.3,-17.0688,0,0
2014,Midwest,First Round,4,2014 Louisville,13,2014 Manhattan,1,13.2,21.01243,16.57753142,4.4,6.406318802,4.2,-12.1,-6.9,-1.9,4.4,21.4136,1.5,-19.4511,0,0
2014,Midwest,First Round,6,2014 Massachusetts,11,2014 Tennessee,0,-5.4,-7.5563,2.873243855,-3.6,-10.6412134,6.7,6.9,1.6,-8.1,0.7,8.5565,-3.7,-13.658,0,0
2014,Midwest,First Round,3,2014 Duke,14,2014 Mercer,0,11.9,17.84347,27.02106017,0.6,-8.21674521,5,-2.3,-4.8,-0.9,8.8,22.063,-4.7,-10.651,0,0
2014,Midwest,First Round,7,2014 Texas,10,2014 Arizona St.,1,-1.8,-0.4052,6.160774159,-4.3,-5.214019245,9.3,6.8,0.6,5.8,0,8.2968,-0.5,-6.421,0,0
2014,Midwest,First Round,2,2014 Michigan,15,2014 Wofford,1,16.1,24.79871,26.09827051,13.6,-0.515840833,-0.2,-4.1,-4.9,-2.3,6.9,16.197,6.8,-1.554,0,0
2015,Midwest,First Round,1,2015 Kentucky,16,2015 Hampton,1,27.7,45.94466,21.88810414,14.9,23.23970408,9.5,-2.1,-3.7,-1.2,0.6,17.3868,-0.2,-12.9503,1,0
2015,Midwest,First Round,8,2015 Cincinnati,9,2015 Purdue,1,-1.2,0.2686,0.589653199,6.4,-4.55915613,6.2,-0.7,3.5,-4.5,-1.7,5.5277,-3.6,-14.1514,0,0
2015,Midwest,First Round,5,2015 West Virginia,12,2015 Buffalo,1,4,6.4141,7.948889598,-3.6,-5.523110321,10.5,6.6,-1.1,-3.6,-1.1,7.1312,-3.5,-12.634,0,0
2015,Midwest,First Round,4,2015 Maryland,13,2015 Valparaiso,1,4.8,5.2227,3.811307321,5.8,-1.291329564,1.6,11.8,-0.2,-4.6,4.2,12.6691,-2.7,-10.2218,0,0
2015,Midwest,First Round,6,2015 Butler,11,2015 Texas,1,0.3,-0.4917,-0.925190212,5.3,-2.898544779,6.5,6.3,3.2,-13.1,1,11.9554,-4.5,-12.6207,0,0
2015,Midwest,First Round,3,2015 Notre Dame,14,2015 Northeastern,1,13.2,19.24985,25.24466888,1.4,-8.440969687,2.5,12.4,-1.2,2,4.8,20.189,-2.2,-5.795,0,0
2015,Midwest,First Round,7,2015 Wichita St.,10,2015 Indiana,1,4,7.8481,17.41319998,-2.9,-12.11133043,3.5,3.3,-0.9,-8.3,3.1,5.215,-3.4,-24.3719,0,0
2015,Midwest,First Round,2,2015 Kansas,15,2015 New Mexico St.,1,9.9,16.7366,11.3121745,4.7,3.636474904,4.2,10.5,-1.4,-7.7,8,12.1185,-3.8,-10.711,0,1
2015,West,First Round,1,2015 Wisconsin,16,2015 Coastal Carolina,1,19.1,31.904,29.06156019,11.7,1.768165539,4.3,0,-4.6,-11.5,2.2,20.7891,-2.2,-14.6154,1,0
2015,West,First Round,8,2015 Oregon,9,2015 Oklahoma St.,1,-5.9,-2.9945,7.138980841,-7.1,-13.08199841,-2.5,-12.9,-4.2,4.8,2.4,11.4285,-3.5,0.234,0,0
2015,West,First Round,5,2015 Arkansas,12,2015 Wofford,1,5.8,10.57888,10.42653728,2.3,-2.830685517,7.9,0.8,-3.5,4.9,4.2,13.1147,2.3,-7.0952,0,0
2015,West,First Round,4,2015 North Carolina,13,2015 Harvard,1,11.7,15.05436,11.90784411,4.6,2.55581274,12.1,1.6,-1.7,-1.8,1.1,17.6338,-2.8,-3.575,0,0
2015,West,First Round,6,2015 Xavier,11,2015 Mississippi,1,1.2,4.225,13.960186,-6.2,-11.08186249,-0.4,-3.1,-0.9,-7.9,0,8.735,-10.7,-8.03,0,0
2015,West,First Round,3,2015 Baylor,14,2015 Georgia St.,0,5.9,13.70423,14.32164966,4.8,-3.753421855,7.3,-0.6,-3.2,1.2,5.6,13.7709,-8.7,-12.9115,0,0
2015,West,First Round,7,2015 VCU,10,2015 Ohio St.,0,-4.3,-4.4909,1.250917118,-6,-9.046930285,0.3,10.1,-6.4,-3.3,2.4,11.9327,1.8,-17.1898,0,0
2015,West,First Round,2,2015 Arizona,15,2015 Texas Southern,1,22.6,36.1831,21.47273326,9.3,13.34876842,-0.1,14.5,-2,-11.7,1.8,11.204,3,-15.948,1,0
2015,East,First Round,1,2015 Villanova,16,2015 Lafayette,1,19.6,32.71494,32.72118223,2.3,-3.420848125,-1.7,14.8,-0.3,3.5,1.3,4.855,-9,-20.6809,1,0
2015,East,First Round,8,2015 NC St.,9,2015 LSU,1,2.6,1.4197,6.523021245,-3,-7.361885071,1.1,6.1,-3,-3.5,4.8,12.9633,1.4,-2.459,0,0
2015,East,First Round,5,2015 Northern Iowa,12,2015 Wyoming,1,8.9,14.54666,11.60397133,15.7,1.657479817,0,13.5,-0.1,4.8,5.3,17.1751,0.6,-10.4553,0,0
2015,East,First Round,4,2015 Louisville,13,2015 UC Irvine,1,9.5,13.56552,5.062031512,8.5,7.591544547,4.4,2.7,0.5,1.1,-3.2,5.2736,-3.1,-13.7658,0,0
2015,East,First Round,6,2015 Providence,11,2015 Dayton,0,1,3.6817,6.327051838,1.9,-4.147021131,7.3,10.5,-3.2,5.3,-0.8,11.8945,0.5,-6.2863,0,0
2015,East,First Round,3,2015 Oklahoma,14,2015 Albany,1,11.5,21.06779,12.07528768,8.1,7.581071191,5.4,2.3,-2.6,-1,-2.2,6.6967,-10.7,-15.4836,0,0
2015,East,First Round,7,2015 Michigan St.,10,2015 Georgia,1,5.1,5.5276,7.419166348,2.3,-4.318428313,5.7,-2.4,1.1,-6.3,7.6,13.9484,2.8,-5.386,0,0
2015,East,First Round,2,2015 Virginia,15,2015 Belmont,1,17.6,29.39335,19.27578484,11.8,9.327434608,4.5,6.5,-2.6,-4.9,1.8,6.799,-4.3,-23.4619,1,0
2015,South,First Round,1,2015 Duke,16,2015 Robert Morris,1,22.9,30.84969,27.26353951,6.1,2.996802231,1.6,2.6,-4.9,-1.1,5.2,19.739,-1.8,-5.2841,1,0
2015,South,First Round,8,2015 San Diego St.,9,2015 St. John's,1,-1.5,1.8953,-4.14456904,4.7,3.275670652,0.5,3.6,-0.9,2.4,-0.3,1.2708,0.5,-17.0279,0,0
2015,South,First Round,5,2015 Utah,12,2015 Stephen F. Austin,1,7.4,12.8929,14.05829718,4.4,-2.799471133,1.4,-6.2,-6.6,-9.6,6.6,17.1313,-5.9,-24.6562,0,0
2015,South,First Round,4,2015 Georgetown,13,2015 Eastern Washington,1,7.5,16.60203,18.46614734,-5.6,-5.32396877,3.7,9,1.5,2,-3.7,-0.072,-0.7,-16.5899,0,0
2015,South,First Round,6,2015 SMU,11,2015 UCLA,0,5,3.9026,8.03096628,0.7,-7.53937315,8.8,11.4,1.2,-4.5,0.5,9.557,0.4,-10.8644,0,0
2015,South,First Round,3,2015 Iowa St.,14,2015 UAB,0,13.3,20.20321,18.49063663,-0.8,-1.635496731,-4.6,3.3,-4,-4.8,4.8,12.6136,-0.7,-2.0371,0,0
2015,South,First Round,7,2015 Iowa,10,2015 Davidson,1,1.8,1.4322,15.40870508,-4.7,-15.33792656,5.7,4.2,0.1,0.7,3.4,4.638,0.1,-20.9085,0,0
2015,South,First Round,2,2015 Gonzaga,15,2015 North Dakota St.,1,17.5,28.322536,21.22572429,8.9,4.851737992,10.5,9.1,-0.3,2.1,4.4,21.0463,-3.3,-9.9209,1,0
2016,South,First Round,1,2016 Kansas,16,2016 Austin Peay,1,21.8,34.90334,28.24738277,5.7,6.400741099,2.5,7.9,-1,-3,5.8,6.242,4.9,-8.6544,1,0
2016,South,First Round,8,2016 Colorado,9,2016 Connecticut,0,-4.8,-5.1615,0.65919291,0.3,-6.603245291,5.8,5.5,0.7,-4.5,6.2,11.5749,-10.8,-9.869,0,0
2016,South,First Round,5,2016 Maryland,12,2016 South Dakota St.,1,7,11.13178,15.78751616,3.3,-6.202258362,4.7,-4,2,-2.9,4.5,12.474,-4.2,-11.2787,0,0
2016,South,First Round,4,2016 California,13,2016 Hawaii,0,8.9,7.9036,8.212548977,4.4,-1.018767323,5.7,2.3,-2.4,-5.2,5.6,16.4745,2,-10.5417,0,0
2016,South,First Round,6,2016 Arizona,11,2016 Wichita St.,0,0.4,0.7323,5.685931978,1.9,-7.014618294,11.5,-1.3,-5.3,-7,5.6,24.5931,-0.4,-13.1695,0,0
2016,South,First Round,3,2016 Miami FL,14,2016 Buffalo,1,11.7,20.13681,21.19341848,2.9,-1.373790796,1.9,2.9,-1.7,-3,2.2,9.889,-0.2,-3.915,0,1
2016,South,First Round,7,2016 Iowa,10,2016 Temple,1,7,13.00845,14.07804927,5,-1.291647856,2.5,4.8,-1.6,2.4,6.8,11.448,-0.3,-3.641,0,0
2016,South,First Round,2,2016 Villanova,15,2016 UNC Asheville,1,17.2,22.53517,18.35275093,10.2,5.698542817,-0.8,0.9,-6,-2.9,5.6,16.5812,-3.8,-11.041,1,0
2016,West,First Round,1,2016 Oregon,16,2016 Holy Cross,1,20.7,34.2726,24.81723517,12.9,6.22034995,5,6.4,-3.7,7.7,-1.4,7.051,1,0.4928,0,0
2016,West,First Round,8,2016 Saint Joseph's,9,2016 Cincinnati,1,-4.3,-2.5235,5.168426028,-1.1,-8.819195759,-2.3,10.8,-6.3,-11,-2.9,16.3913,-1.3,-9.1546,0,0
2016,West,First Round,5,2016 Baylor,12,2016 Yale,0,1.3,6.0887,12.83760698,1.9,-8.3371026,16.2,5.4,0.7,-10.4,5.6,18.2243,3.4,-8.073,0,0
2016,West,First Round,4,2016 Duke,13,2016 UNC Wilmington,1,11.3,12.79465,22.14562184,-1.1,-9.783084129,4.1,-14.1,-5.8,2.4,4.6,17.557,-2,-4.045,0,0
2016,West,First Round,6,2016 Texas,11,2016 Northern Iowa,0,3.6,7.0116,9.115286289,8.5,-3.820731119,3.5,16.1,-3.3,14.5,1.3,7.5619,-5.9,-4.445,0,0
2016,West,First Round,3,2016 Texas A&M,14,2016 Green Bay,1,11.7,17.81685,17.91913179,-0.4,0.055420301,3.2,2.1,-3.7,-1.3,-1.3,6.937,0,-11.5795,0,1
2016,West,First Round,7,2016 Oregon St.,10,2016 VCU,0,-3.8,-3.7781,3.275787197,-0.6,-9.357157505,1.6,0.2,-5.1,-1,3.7,9.5029,0,-7.106,0,0
