game_id,id,year,region,round,high_bracket_seed,high_bracket_team,low_bracket_seed,low_bracket_team,high_bracket_score,low_bracket_score,point_diff,point_total,win
20081101,1101,2008,East,First Round,1,2008 North Carolina,16,2008 Mount St. Mary's,113,74,39,187,1
20081102,1102,2008,East,First Round,8,2008 Indiana,9,2008 Arkansas,72,86,-14,158,0
20081103,1103,2008,East,First Round,5,2008 Notre Dame,12,2008 George Mason,68,50,18,118,1
20081104,1104,2008,East,First Round,4,2008 Washington St.,13,2008 Winthrop,71,40,31,111,1
20081105,1105,2008,East,First Round,6,2008 Oklahoma,11,2008 Saint Joseph's,72,64,8,136,1
20081106,1106,2008,East,First Round,3,2008 Louisville,14,2008 Boise St.,79,61,18,140,1
20081107,1107,2008,East,First Round,7,2008 Butler,10,2008 South Alabama,81,61,20,142,1
20081108,1108,2008,East,First Round,2,2008 Tennessee,15,2008 American,72,57,15,129,1
20081201,1201,2008,Midwest,First Round,1,2008 Kansas,16,2008 Portland St.,85,61,24,146,1
20081202,1202,2008,Midwest,First Round,8,2008 UNLV,9,2008 Kent St.,71,58,13,129,1
20081203,1203,2008,Midwest,First Round,5,2008 Clemson,12,2008 Villanova,69,75,-6,144,0
20081204,1204,2008,Midwest,First Round,4,2008 Vanderbilt,13,2008 Siena,62,83,-21,145,0
20081205,1205,2008,Midwest,First Round,6,2008 USC,11,2008 Kansas St.,67,80,-13,147,0
20081206,1206,2008,Midwest,First Round,3,2008 Wisconsin,14,2008 Cal St. Fullerton,71,56,15,127,1
20081207,1207,2008,Midwest,First Round,7,2008 Gonzaga,10,2008 Davidson,76,82,-6,158,0
20081208,1208,2008,Midwest,First Round,2,2008 Georgetown,15,2008 UMBC,66,47,19,113,1
20081301,1301,2008,South,First Round,1,2008 Memphis,16,2008 UT Arlington,87,63,24,150,1
20081302,1302,2008,South,First Round,8,2008 Mississippi St.,9,2008 Oregon,76,69,7,145,1
20081303,1303,2008,South,First Round,5,2008 Michigan St.,12,2008 Temple,72,61,11,133,1
20081304,1304,2008,South,First Round,4,2008 Pittsburgh,13,2008 Oral Roberts,82,63,19,145,1
20081305,1305,2008,South,First Round,6,2008 Marquette,11,2008 Kentucky,74,66,8,140,1
20081306,1306,2008,South,First Round,3,2008 Stanford,14,2008 Cornell,77,53,24,130,1
20081307,1307,2008,South,First Round,7,2008 Miami FL,10,2008 Saint Mary's,78,64,14,142,1
20081308,1308,2008,South,First Round,2,2008 Texas,15,2008 Austin Peay,74,54,20,128,1
20081401,1401,2008,West,First Round,1,2008 UCLA,16,2008 Mississippi Valley St.,70,29,41,99,1
20081402,1402,2008,West,First Round,8,2008 BYU,9,2008 Texas A&M,62,67,-5,129,0
20081403,1403,2008,West,First Round,5,2008 Drake,12,2008 Western Kentucky,99,101,-2,200,0
20081404,1404,2008,West,First Round,4,2008 Connecticut,13,2008 San Diego,69,70,-1,139,0
20081405,1405,2008,West,First Round,6,2008 Purdue,11,2008 Baylor,90,79,11,169,1
20081406,1406,2008,West,First Round,3,2008 Xavier,14,2008 Georgia,73,61,12,134,1
20081407,1407,2008,West,First Round,7,2008 West Virginia,10,2008 Arizona,75,65,10,140,1
20081408,1408,2008,West,First Round,2,2008 Duke,15,2008 Belmont,71,70,1,141,1
20091101,1101,2009,Midwest,First Round,1,2009 Louisville,16,2009 Morehead St.,74,54,20,128,1
20091102,1102,2009,Midwest,First Round,8,2009 Ohio St.,9,2009 Siena,72,74,-2,146,0
20091103,1103,2009,Midwest,First Round,5,2009 Utah,12,2009 Arizona,71,84,-13,155,0
20091104,1104,2009,Midwest,First Round,4,2009 Wake Forest,13,2009 Cleveland St.,69,84,-15,153,0
20091105,1105,2009,Midwest,First Round,6,2009 West Virginia,11,2009 Dayton,60,68,-8,128,0
20091106,1106,2009,Midwest,First Round,3,2009 Kansas,14,2009 North Dakota St.,84,74,10,158,1
20091107,1107,2009,Midwest,First Round,7,2009 Boston College,10,2009 USC,55,72,-17,127,0
20091108,1108,2009,Midwest,First Round,2,2009 Michigan St.,15,2009 Robert Morris,77,62,15,139,1
20091201,1201,2009,West,First Round,1,2009 Connecticut,16,2009 Chattanooga,103,47,56,150,1
20091202,1202,2009,West,First Round,8,2009 Texas A&M,9,2009 BYU,79,66,13,145,1
20091203,1203,2009,West,First Round,5,2009 Purdue,12,2009 Northern Iowa,61,56,5,117,1
20091204,1204,2009,West,First Round,4,2009 Washington,13,2009 Mississippi St.,71,58,13,129,1
20091205,1205,2009,West,First Round,6,2009 Marquette,11,2009 Utah St.,58,57,1,115,1
20091206,1206,2009,West,First Round,3,2009 Missouri,14,2009 Cornell,78,59,19,137,1
20091207,1207,2009,West,First Round,7,2009 California,10,2009 Maryland,71,84,-13,155,0
20091208,1208,2009,West,First Round,2,2009 Memphis,15,2009 Cal St. Northridge,81,70,11,151,1
20091301,1301,2009,East,First Round,1,2009 Pittsburgh,16,2009 East Tennessee St.,72,62,10,134,1
20091302,1302,2009,East,First Round,8,2009 Oklahoma St.,9,2009 Tennessee,77,75,2,152,1
20091303,1303,2009,East,First Round,5,2009 Florida St.,12,2009 Wisconsin,59,61,-2,120,0
20091304,1304,2009,East,First Round,4,2009 Xavier,13,2009 Portland St.,77,59,18,136,1
20091305,1305,2009,East,First Round,6,2009 UCLA,11,2009 VCU,65,64,1,129,1
20091306,1306,2009,East,First Round,3,2009 Villanova,14,2009 American,80,67,13,147,1
20091307,1307,2009,East,First Round,7,2009 Texas,10,2009 Minnesota,76,62,14,138,1
20091308,1308,2009,East,First Round,2,2009 Duke,15,2009 Binghamton,86,62,24,148,1
20091401,1401,2009,South,First Round,1,2009 North Carolina,16,2009 Radford,101,58,43,159,1
20091402,1402,2009,South,First Round,8,2009 LSU,9,2009 Butler,75,71,4,146,1
20091403,1403,2009,South,First Round,5,2009 Illinois,12,2009 Western Kentucky,72,76,-4,148,0
20091404,1404,2009,South,First Round,4,2009 Gonzaga,13,2009 Akron,77,64,13,141,1
20091405,1405,2009,South,First Round,6,2009 Arizona St.,11,2009 Temple,66,57,9,123,1
20091406,1406,2009,South,First Round,3,2009 Syracuse,14,2009 Stephen F. Austin,59,44,15,103,1
20091407,1407,2009,South,First Round,7,2009 Clemson,10,2009 Michigan,59,62,-3,121,0
20091408,1408,2009,South,First Round,2,2009 Oklahoma,15,2009 Morgan St.,82,54,28,136,1
20101101,1101,2010,Midwest,First Round,1,2010 Kansas,16,2010 Lehigh,90,74,16,164,1
20101102,1102,2010,Midwest,First Round,8,2010 UNLV,9,2010 Northern Iowa,66,69,-3,135,0
20101103,1103,2010,Midwest,First Round,5,2010 Michigan St.,12,2010 New Mexico St.,70,67,3,137,1
20101104,1104,2010,Midwest,First Round,4,2010 Maryland,13,2010 Houston,89,77,12,166,1
20101105,1105,2010,Midwest,First Round,6,2010 Tennessee,11,2010 San Diego St.,62,59,3,121,1
20101106,1106,2010,Midwest,First Round,3,2010 Georgetown,14,2010 Ohio,83,97,-14,180,0
20101107,1107,2010,Midwest,First Round,7,2010 Oklahoma St.,10,2010 Georgia Tech,59,64,-5,123,0
20101108,1108,2010,Midwest,First Round,2,2010 Ohio St.,15,2010 UC Santa Barbara,68,51,17,119,1
20101201,1201,2010,West,First Round,1,2010 Syracuse,16,2010 Vermont,79,56,23,135,1
20101202,1202,2010,West,First Round,8,2010 Gonzaga,9,2010 Florida St.,67,60,7,127,1
20101203,1203,2010,West,First Round,5,2010 Butler,12,2010 UTEP,77,59,18,136,1
20101204,1204,2010,West,First Round,4,2010 Vanderbilt,13,2010 Murray St.,65,66,-1,131,0
20101205,1205,2010,West,First Round,6,2010 Xavier,11,2010 Minnesota,65,54,11,119,1
20101206,1206,2010,West,First Round,3,2010 Pittsburgh,14,2010 Oakland,89,66,23,155,1
20101207,1207,2010,West,First Round,7,2010 BYU,10,2010 Florida,99,92,7,191,1
20101208,1208,2010,West,First Round,2,2010 Kansas St.,15,2010 North Texas,82,62,20,144,1
20101301,1301,2010,East,First Round,1,2010 Kentucky,16,2010 East Tennessee St.,100,71,29,171,1
20101302,1302,2010,East,First Round,8,2010 Texas,9,2010 Wake Forest,80,81,-1,161,0
20101303,1303,2010,East,First Round,5,2010 Temple,12,2010 Cornell,65,78,-13,143,0
20101304,1304,2010,East,First Round,4,2010 Wisconsin,13,2010 Wofford,53,49,4,102,1
20101305,1305,2010,East,First Round,6,2010 Marquette,11,2010 Washington,78,80,-2,158,0
20101306,1306,2010,East,First Round,3,2010 New Mexico,14,2010 Montana,62,57,5,119,1
20101307,1307,2010,East,First Round,7,2010 Clemson,10,2010 Missouri,78,86,-8,164,0
20101308,1308,2010,East,First Round,2,2010 West Virginia,15,2010 Morgan St.,77,50,27,127,1
20101401,1401,2010,South,First Round,1,2010 Duke,16,2010 Arkansas Pine Bluff,73,44,29,117,1
20101402,1402,2010,South,First Round,8,2010 California,9,2010 Louisville,77,62,15,139,1
20101403,1403,2010,South,First Round,5,2010 Texas A&M,12,2010 Utah St.,69,53,16,122,1
20101404,1404,2010,South,First Round,4,2010 Purdue,13,2010 Siena,72,64,8,136,1
20101405,1405,2010,South,First Round,6,2010 Notre Dame,11,2010 Old Dominion,50,51,-1,101,0
20101406,1406,2010,South,First Round,3,2010 Baylor,14,2010 Sam Houston St.,68,59,9,127,1
20101407,1407,2010,South,First Round,7,2010 Richmond,10,2010 Saint Mary's,71,80,-9,151,0
20101408,1408,2010,South,First Round,2,2010 Villanova,15,2010 Robert Morris,73,70,3,143,1
20111101,1101,2011,East,First Round,1,2011 Ohio St.,16,2011 UTSA,75,46,29,121,1
20111102,1102,2011,East,First Round,8,2011 George Mason,9,2011 Villanova,61,57,4,118,1
20111103,1103,2011,East,First Round,5,2011 West Virginia,12,2011 Clemson,84,76,8,160,1
20111104,1104,2011,East,First Round,4,2011 Kentucky,13,2011 Princeton,59,57,2,116,1
20111105,1105,2011,East,First Round,6,2011 Xavier,11,2011 Marquette,55,66,-11,121,0
20111106,1106,2011,East,First Round,3,2011 Syracuse,14,2011 Indiana St.,77,60,17,137,1
20111107,1107,2011,East,First Round,7,2011 Washington,10,2011 Georgia,68,65,3,133,1
20111108,1108,2011,East,First Round,2,2011 North Carolina,15,2011 LIU,102,87,15,189,1
20111201,1201,2011,West,First Round,1,2011 Duke,16,2011 Hampton,87,45,42,132,1
20111202,1202,2011,West,First Round,8,2011 Michigan,9,2011 Tennessee,75,45,30,120,1
20111203,1203,2011,West,First Round,5,2011 Arizona,12,2011 Memphis,77,75,2,152,1
20111204,1204,2011,West,First Round,4,2011 Texas,13,2011 Oakland,85,81,4,166,1
20111205,1205,2011,West,First Round,6,2011 Cincinnati,11,2011 Missouri,78,63,15,141,1
20111206,1206,2011,West,First Round,3,2011 Connecticut,14,2011 Bucknell,81,52,29,133,1
20111207,1207,2011,West,First Round,7,2011 Temple,10,2011 Penn St.,66,64,2,130,1
20111208,1208,2011,West,First Round,2,2011 San Diego St.,15,2011 Northern Colorado,68,50,18,118,1
20111301,1301,2011,Southwest,First Round,1,2011 Kansas,16,2011 Boston University,72,53,19,125,1
20111302,1302,2011,Southwest,First Round,8,2011 UNLV,9,2011 Illinois,62,73,-11,135,0
20111303,1303,2011,Southwest,First Round,5,2011 Vanderbilt,12,2011 Richmond,66,69,-3,135,0
20111304,1304,2011,Southwest,First Round,4,2011 Louisville,13,2011 Morehead St.,61,62,-1,123,0
20111305,1305,2011,Southwest,First Round,6,2011 Georgetown,11,2011 VCU,56,74,-18,130,0
20111306,1306,2011,Southwest,First Round,3,2011 Purdue,14,2011 Saint Peter's,65,43,22,108,1
20111307,1307,2011,Southwest,First Round,7,2011 Texas A&M,10,2011 Florida St.,50,57,-7,107,0
20111308,1308,2011,Southwest,First Round,2,2011 Notre Dame,15,2011 Akron,69,56,13,125,1
20111401,1401,2011,Southeast,First Round,1,2011 Pittsburgh,16,2011 UNC Asheville,74,51,23,125,1
20111402,1402,2011,Southeast,First Round,8,2011 Butler,9,2011 Old Dominion,60,58,2,118,1
20111403,1403,2011,Southeast,First Round,5,2011 Kansas St.,12,2011 Utah St.,73,68,5,141,1
20111404,1404,2011,Southeast,First Round,4,2011 Wisconsin,13,2011 Belmont,72,58,14,130,1
20111405,1405,2011,Southeast,First Round,6,2011 St. John's,11,2011 Gonzaga,71,86,-15,157,0
20111406,1406,2011,Southeast,First Round,3,2011 BYU,14,2011 Wofford,74,66,8,140,1
20111407,1407,2011,Southeast,First Round,7,2011 UCLA,10,2011 Michigan St.,78,76,2,154,1
20111408,1408,2011,Southeast,First Round,2,2011 Florida,15,2011 UC Santa Barbara,79,51,28,130,1
20121101,1101,2012,South,First Round,1,2012 Kentucky,16,2012 Western Kentucky,81,66,15,147,1
20121102,1102,2012,South,First Round,8,2012 Iowa St.,9,2012 Connecticut,77,64,13,141,1
20121103,1103,2012,South,First Round,5,2012 Wichita St.,12,2012 VCU,59,62,-3,121,0
20121104,1104,2012,South,First Round,4,2012 Indiana,13,2012 New Mexico St.,79,66,13,145,1
20121105,1105,2012,South,First Round,6,2012 UNLV,11,2012 Colorado,64,68,-4,132,0
20121106,1106,2012,South,First Round,3,2012 Baylor,14,2012 South Dakota St.,68,60,8,128,1
20121107,1107,2012,South,First Round,7,2012 Notre Dame,10,2012 Xavier,63,67,-4,130,0
20121108,1108,2012,South,First Round,2,2012 Duke,15,2012 Lehigh,70,75,-5,145,0
20121201,1201,2012,West,First Round,1,2012 Michigan St.,16,2012 LIU,89,67,22,156,1
20121202,1202,2012,West,First Round,8,2012 Memphis,9,2012 Saint Louis,54,61,-7,115,0
20121203,1203,2012,West,First Round,5,2012 New Mexico,12,2012 Long Beach St.,75,68,7,143,1
20121204,1204,2012,West,First Round,4,2012 Louisville,13,2012 Davidson,69,62,7,131,1
20121205,1205,2012,West,First Round,6,2012 Murray St.,11,2012 Colorado St.,58,41,17,99,1
20121206,1206,2012,West,First Round,3,2012 Marquette,14,2012 BYU,88,68,20,156,1
20121207,1207,2012,West,First Round,7,2012 Florida,10,2012 Virginia,71,45,26,116,1
20121208,1208,2012,West,First Round,2,2012 Missouri,15,2012 Norfolk St.,84,86,-2,170,0
20121301,1301,2012,East,First Round,1,2012 Syracuse,16,2012 UNC Asheville,72,65,7,137,1
20121302,1302,2012,East,First Round,8,2012 Kansas St.,9,2012 Southern Miss,78,59,19,137,1
20121303,1303,2012,East,First Round,5,2012 Vanderbilt,12,2012 Harvard,79,70,9,149,1
20121304,1304,2012,East,First Round,4,2012 Wisconsin,13,2012 Montana,73,49,24,122,1
20121305,1305,2012,East,First Round,6,2012 Cincinnati,11,2012 Texas,65,59,6,124,1
20121306,1306,2012,East,First Round,3,2012 Florida St.,14,2012 St. Bonaventure,66,63,3,129,1
20121307,1307,2012,East,First Round,7,2012 Gonzaga,10,2012 West Virginia,77,54,23,131,1
20121308,1308,2012,East,First Round,2,2012 Ohio St.,15,2012 Loyola MD,78,59,19,137,1
20121401,1401,2012,Midwest,First Round,1,2012 North Carolina,16,2012 Vermont,77,58,19,135,1
20121402,1402,2012,Midwest,First Round,8,2012 Creighton,9,2012 Alabama,58,57,1,115,1
20121403,1403,2012,Midwest,First Round,5,2012 Temple,12,2012 South Florida,44,58,-14,102,0
20121404,1404,2012,Midwest,First Round,4,2012 Michigan,13,2012 Ohio,60,65,-5,125,0
20121405,1405,2012,Midwest,First Round,6,2012 San Diego St.,11,2012 NC St.,65,79,-14,144,0
20121406,1406,2012,Midwest,First Round,3,2012 Georgetown,14,2012 Belmont,74,59,15,133,1
20121407,1407,2012,Midwest,First Round,7,2012 Saint Mary's,10,2012 Purdue,69,72,-3,141,0
20121408,1408,2012,Midwest,First Round,2,2012 Kansas,15,2012 Detroit Mercy,65,50,15,115,1
20131101,1101,2013,Midwest,First Round,1,2013 Louisville,16,2013 North Carolina A&T,79,48,31,127,1
20131102,1102,2013,Midwest,First Round,8,2013 Colorado St.,9,2013 Missouri,84,72,12,156,1
20131103,1103,2013,Midwest,First Round,5,2013 Oklahoma St.,12,2013 Oregon,55,68,-13,123,0
20131104,1104,2013,Midwest,First Round,4,2013 Saint Louis,13,2013 New Mexico St.,64,44,20,108,1
20131105,1105,2013,Midwest,First Round,6,2013 Memphis,11,2013 Saint Mary's,54,52,2,106,1
20131106,1106,2013,Midwest,First Round,3,2013 Michigan St.,14,2013 Valparaiso,65,54,11,119,1
20131107,1107,2013,Midwest,First Round,7,2013 Creighton,10,2013 Cincinnati,67,63,4,130,1
20131108,1108,2013,Midwest,First Round,2,2013 Duke,15,2013 Albany,73,61,12,134,1
20131201,1201,2013,West,First Round,1,2013 Gonzaga,16,2013 Southern,64,58,6,122,1
20131202,1202,2013,West,First Round,8,2013 Pittsburgh,9,2013 Wichita St.,55,73,-18,128,0
20131203,1203,2013,West,First Round,5,2013 Wisconsin,12,2013 Mississippi,46,57,-11,103,0
20131204,1204,2013,West,First Round,4,2013 Kansas St.,13,2013 La Salle,61,63,-2,124,0
20131205,1205,2013,West,First Round,6,2013 Arizona,11,2013 Belmont,81,64,17,145,1
20131206,1206,2013,West,First Round,3,2013 New Mexico,14,2013 Harvard,62,68,-6,130,0
20131207,1207,2013,West,First Round,7,2013 Notre Dame,10,2013 Iowa St.,58,76,-18,134,0
20131208,1208,2013,West,First Round,2,2013 Ohio St.,15,2013 Iona,95,70,25,165,1
20131301,1301,2013,South,First Round,1,2013 Kansas,16,2013 Western Kentucky,64,57,7,121,1
20131302,1302,2013,South,First Round,8,2013 North Carolina,9,2013 Villanova,78,71,7,149,1
20131303,1303,2013,South,First Round,5,2013 VCU,12,2013 Akron,88,42,46,130,1
20131304,1304,2013,South,First Round,4,2013 Michigan,13,2013 South Dakota St.,71,56,15,127,1
20131305,1305,2013,South,First Round,6,2013 UCLA,11,2013 Minnesota,63,83,-20,146,0
20131306,1306,2013,South,First Round,3,2013 Florida,14,2013 Northwestern St.,79,47,32,126,1
20131307,1307,2013,South,First Round,7,2013 San Diego St.,10,2013 Oklahoma,70,55,15,125,1
20131308,1308,2013,South,First Round,2,2013 Georgetown,15,2013 Florida Gulf Coast,68,78,-10,146,0
20131401,1401,2013,East,First Round,1,2013 Indiana,16,2013 James Madison,83,62,21,145,1
20131402,1402,2013,East,First Round,8,2013 NC St.,9,2013 Temple,72,76,-4,148,0
20131403,1403,2013,East,First Round,5,2013 UNLV,12,2013 California,61,64,-3,125,0
20131404,1404,2013,East,First Round,4,2013 Syracuse,13,2013 Montana,81,34,47,115,1
20131405,1405,2013,East,First Round,6,2013 Butler,11,2013 Bucknell,68,56,12,124,1
20131406,1406,2013,East,First Round,3,2013 Marquette,14,2013 Davidson,61,64,-3,125,0
20131407,1407,2013,East,First Round,7,2013 Illinois,10,2013 Colorado,57,49,8,106,1
20131408,1408,2013,East,First Round,2,2013 Miami FL,15,2013 Pacific,72,76,-4,148,0
20141101,1101,2014,South,First Round,1,2014 Florida,16,2014 Albany,67,55,12,122,1
20141102,1102,2014,South,First Round,8,2014 Colorado,9,2014 Pittsburgh,48,77,-29,125,0
20141103,1103,2014,South,First Round,5,2014 VCU,12,2014 Stephen F. Austin,75,77,-2,152,0
20141104,1104,2014,South,First Round,4,2014 UCLA,13,2014 Tulsa,76,59,17,135,1
20141105,1105,2014,South,First Round,6,2014 Ohio St.,11,2014 Dayton,59,60,-1,119,0
20141106,1106,2014,South,First Round,3,2014 Syracuse,14,2014 Western Michigan,77,53,24,130,1
20141107,1107,2014,South,First Round,7,2014 New Mexico,10,2014 Stanford,53,58,-5,111,0
20141108,1108,2014,South,First Round,2,2014 Kansas,15,2014 Eastern Kentucky,80,69,11,149,1
20141201,1201,2014,East,First Round,1,2014 Virginia,16,2014 Coastal Carolina,70,59,11,129,1
20141202,1202,2014,East,First Round,8,2014 Memphis,9,2014 George Washington,71,66,5,137,1
20141203,1203,2014,East,First Round,5,2014 Cincinnati,12,2014 Harvard,57,61,-4,118,0
20141204,1204,2014,East,First Round,4,2014 Michigan St.,13,2014 Delaware,93,78,15,171,1
20141205,1205,2014,East,First Round,6,2014 North Carolina,11,2014 Providence,79,77,2,156,1
20141206,1206,2014,East,First Round,3,2014 Iowa St.,14,2014 North Carolina Central,93,75,18,168,1
20141207,1207,2014,East,First Round,7,2014 Connecticut,10,2014 Saint Joseph's,89,81,8,170,1
20141208,1208,2014,East,First Round,2,2014 Villanova,15,2014 Milwaukee,73,53,20,126,1
20141301,1301,2014,West,First Round,1,2014 Arizona,16,2014 Weber St.,68,59,9,127,1
20141302,1302,2014,West,First Round,8,2014 Gonzaga,9,2014 Oklahoma St.,85,77,8,162,1
20141303,1303,2014,West,First Round,5,2014 Oklahoma,12,2014 North Dakota St.,75,80,-5,155,0
20141304,1304,2014,West,First Round,4,2014 San Diego St.,13,2014 New Mexico St.,73,69,4,142,1
20141305,1305,2014,West,First Round,6,2014 Baylor,11,2014 Nebraska,74,60,14,134,1
20141306,1306,2014,West,First Round,3,2014 Creighton,14,2014 Louisiana,76,66,10,142,1
20141307,1307,2014,West,First Round,7,2014 Oregon,10,2014 BYU,87,68,19,155,1
20141308,1308,2014,West,First Round,2,2014 Wisconsin,15,2014 American,75,35,40,110,1
20141401,1401,2014,Midwest,First Round,1,2014 Wichita St.,16,2014 Cal Poly,64,37,27,101,1
20141402,1402,2014,Midwest,First Round,8,2014 Kentucky,9,2014 Kansas St.,56,49,7,105,1
20141403,1403,2014,Midwest,First Round,5,2014 Saint Louis,12,2014 NC St.,83,80,3,163,1
20141404,1404,2014,Midwest,First Round,4,2014 Louisville,13,2014 Manhattan,71,64,7,135,1
20141405,1405,2014,Midwest,First Round,6,2014 Massachusetts,11,2014 Tennessee,67,86,-19,153,0
20141406,1406,2014,Midwest,First Round,3,2014 Duke,14,2014 Mercer,71,78,-7,149,0
20141407,1407,2014,Midwest,First Round,7,2014 Texas,10,2014 Arizona St.,87,85,2,172,1
20141408,1408,2014,Midwest,First Round,2,2014 Michigan,15,2014 Wofford,57,40,17,97,1
20151101,1101,2015,Midwest,First Round,1,2015 Kentucky,16,2015 Hampton,79,56,23,135,1
20151102,1102,2015,Midwest,First Round,8,2015 Cincinnati,9,2015 Purdue,66,65,1,131,1
20151103,1103,2015,Midwest,First Round,5,2015 West Virginia,12,2015 Buffalo,68,62,6,130,1
20151104,1104,2015,Midwest,First Round,4,2015 Maryland,13,2015 Valparaiso,65,62,3,127,1
